Title,Year,DOI,Link,Abstract,Access Type
"Artificial intelligence implementations on the blockchain. Use cases and future applications",2019,"10.3390/fi11080170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071114555&doi=10.3390%2ffi11080170&partnerID=40&md5=2a62cb86192b5c86e43d9463c9a08b36","An exemplary paradigm of how an AI can be a disruptive technological paragon via the utilization of blockchain comes straight from the world of deep learning. Data scientists have long struggled to maintain the quality of a dataset for machine learning by an AI entity. Datasets can be very expensive to purchase, as, depending on both the proper selection of the elements and the homogeneity of the data contained within, constructing and maintaining the integrity of a dataset is difficult. Blockchain as a highly secure storage medium presents a technological quantum leap in maintaining data integrity. Furthermore, blockchain's immutability constructs a fruitful environment for creating high quality, permanent and growing datasets for deep learning. The combination of AI and blockchain could impact fields like Internet of things (IoT), identity, financial markets, civil governance, smart cities, small communities, supply chains, personalized medicine and other fields, and thereby deliver benefits to many people. © 2019 by the authors.",Open Access
"An intrusion detection system for connected vehicles in smart cities",2019,"10.1016/j.adhoc.2019.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061081071&doi=10.1016%2fj.adhoc.2019.02.001&partnerID=40&md5=079333abd36b51ae53bce5b2a601592d","In the very near future, transportation will go through a transitional period that will shape the industry beyond recognition. Smart vehicles have played a significant role in the advancement of intelligent and connected transportation systems. Continuous vehicular cloud service availability in smart cities is becoming a crucial subscriber necessity which requires improvement in the vehicular service management architecture. Moreover, as smart cities continue to deploy diversified technologies to achieve assorted and high-performance cloud services, security issues with regards to communicating entities which share personal requester information still prevails. To mitigate these concerns, we introduce an automated secure continuous cloud service availability framework for smart connected vehicles that enables an intrusion detection mechanism against security attacks and provides services that meet users’ quality of service (QoS) and quality of experience (QoE) requirements. Continuous service availability is achieved by clustering smart vehicles into service-specific clusters. Cluster heads are selected for communication purposes with trusted third-party entities (TTPs) acting as mediators between service requesters and providers. The most optimal services are then delivered from the selected service providers to the requesters. Furthermore, intrusion detection is accomplished through a three-phase data traffic analysis, reduction, and classification technique used to identify positive trusted service requests against false requests that may occur during intrusion attacks. The solution adopts deep belief and decision tree machine learning mechanisms used for data reduction and classification purposes, respectively. The framework is validated through simulations to demonstrate the effectiveness of the solution in terms of intrusion attack detection. The proposed solution achieved an overall accuracy of 99.43% with 99.92% detection rate and 0.96% false positive and false negative rate of 1.53%. © 2019 Elsevier B.V.",
"Intelligent Remote Monitoring of Parking Spaces Using Licensed and Unlicensed Wireless Technologies",2019,"10.1109/MNET.2019.1800459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070188595&doi=10.1109%2fMNET.2019.1800459&partnerID=40&md5=4e2da1d1a8d60593dc1b64a495d1b5c8","Short-and long-range wireless communication is imperative for many remote monitoring applications such as industrial automation, digital health, and smart cities. Remote monitoring is one of the components of complex systems that can be optimized with the use of machine-learning-based techniques. In this article, an intelligent parking system is presented. The system exploits the benefits of a synergy between licensed and unlicensed wireless technologies, IoT, computer vision, and artificial intelligence. We discuss how an end user can interact with the system and manage it with a user interface. The user interface provides a range of dashboard facilities that provide various statistics about car park utilization and optimization facilities. Our proposed solution comprises a range of sensors including high-resolution cameras, which are distributed throughout a car park. The cameras are connected using different types of wireless communication. The data is processed in real time by the sensors and sent to a cloud server, where it is analyzed, stored, and presented to the end user. The object detection, tracking, and optical character recognition system are executed by the vision sensor, which utilizes a combination of convolutional neural networks and a proprietary deep-learning-based object detection algorithm. This solution has achieved high levels of classification accuracy (99.97 percent) and high image processing speeds (66 ms). © 1986-2012 IEEE.",
"Multi-targets device-free localization based on sparse coding in smart city",2019,"10.1177/1550147719858229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067823768&doi=10.1177%2f1550147719858229&partnerID=40&md5=6819e620f3d2593dd76dd3b4dcdb41f4","With the continuous expansion of the market of device-free localization in smart cities, the requirements of device-free localization technology are becoming higher and higher. The large amount of high-dimensional data generated by the existing device-free localization technology will improve the positioning accuracy as well as increase the positioning time and complexity. The positions required from single target to multi-targets become a further increasing difficulty for device-free localization. In order to satisfy the practical localizing application in smart city, an efficient multi-target device-free localization method is proposed based on a sparse coding model. To accelerate the positioning as well as improve the localization accuracy, a sparse coding-based iterative shrinkage threshold algorithm (SC-IA) is proposed and a subspace sparse coding-based iterative shrinkage threshold algorithm (SSC-IA) is presented for different practical application requirements. Experiments with practical dataset are performed for single-target and multi-targets localization, respectively. Compared with three typical machine learning algorithms: deep learning based on auto encoder, K-nearest neighbor, and orthogonal matching pursuit, experimental results show that the proposed sparse coding-based iterative shrinkage threshold algorithm and subspace sparse coding-based iterative shrinkage threshold algorithm can achieve high localization accuracy and low time cost simultaneously, so as to be more practical and applicable for the development of smart city. © The Author(s) 2019.",Open Access
"An ensemble intrusion detection technique based on proposed statistical flow features for protecting network traffic of internet of things",2019,"10.1109/JIOT.2018.2871719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054216613&doi=10.1109%2fJIOT.2018.2871719&partnerID=40&md5=080872082b9921e2491e062bec7e485f","Internet of Things (IoT) plays an increasingly significant role in our daily activities, connecting physical objects around us into digital services. In other words, IoT is the driving force behind home automation, smart cities, modern health systems, and advanced manufacturing. This also increases the likelihood of cyber threats against IoT devices and services. Attackers may attempt to exploit vulnerabilities in application protocols, including Domain Name System (DNS), Hyper Text Transfer Protocol (HTTP) and Message Queue Telemetry Transport (MQTT) that interact directly with backend database systems and client-server applications to store data of IoT services. Successful exploitation of one or more of these protocols can result in data leakage and security breaches. In this paper, an ensemble intrusion detection technique is proposed to mitigate malicious events, in particular botnet attacks against DNS, HTTP, and MQTT protocols utilized in IoT networks. New statistical flow features are generated from the protocols based on an analysis of their potential properties. Then, an AdaBoost ensemble learning method is developed using three machine learning techniques, namely decision tree, Naive Bayes (NB), and artificial neural network, to evaluate the effect of these features and detect malicious events effectively. The UNSW-NB15 and NIMS botnet datasets with simulated IoT sensors' data are used to extract the proposed features and evaluate the ensemble technique. The experimental results show that the proposed features have the potential characteristics of normal and malicious activity using the correntropy and correlation coefficient measures. Moreover, the proposed ensemble technique provides a higher detection rate and a lower false positive rate compared with each classification technique included in the framework and three other state-of-the-art techniques. © 2014 IEEE.",
"P2DCA: A Privacy-Preserving-Based Data Collection and Analysis Framework for IoMT Applications",2019,"10.1109/JSAC.2019.2904349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063912866&doi=10.1109%2fJSAC.2019.2904349&partnerID=40&md5=8d96caa7e368da6e6039283835c69521","The concept of Internet of Multimedia Things (IoMT) is becoming popular nowadays and can be used in various smart city applications, e.g., traffic management, healthcare, and surveillance. In the IoMT, the devices, e.g., Multimedia Sensor Nodes (MSNs), are capable of generating both multimedia and non-multimedia data. The generated data are forwarded to a cloud server via a Base Station (BS). However, it is possible that the Internet connection between the BS and the cloud server may be temporarily down. The limited computational resources restrict the MSNs from holding the captured data for a longer time. In this situation, mobile sinks can be utilized to collect data from MSNs and upload to the cloud server. However, this data collection may create privacy issues, such as revealing identities and location information of MSNs. Therefore, there is a need to preserve the privacy of MSNs during mobile data collection. In this paper, we propose an efficient privacy-preserving-based data collection and analysis (P2DCA) framework for IoMT applications. The proposed framework partitions an underlying wireless multimedia sensor network into multiple clusters. Each cluster is represented by a Cluster Head (CH). The CHs are responsible to protect the privacy of member MSNs through data and location coordinates aggregation. Later, the aggregated multimedia data are analyzed on the cloud server using a counter-propagation artificial neural network to extract meaningful information through segmentation. Experimental results show that the proposed framework outperforms the existing privacy-preserving schemes, and can be used to collect multimedia data in various IoMT applications. © 1983-2012 IEEE.",
"Energy-Efficient Distributed Mobile Crowd Sensing: A Deep Learning Approach",2019,"10.1109/JSAC.2019.2904353","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065872913&doi=10.1109%2fJSAC.2019.2904353&partnerID=40&md5=7887578995c943e6bfbcd9b9be79ac9d","High-quality data collection is crucial for mobile crowd sensing (MCS) with various applications like smart cities and emergency rescues, where various unmanned mobile terminals (MTs), e.g., driverless cars and unmanned aerial vehicles (UAVs), are equipped with different sensors that aid to collect data. However, they are limited with fixed carrying capacity, and thus, MT's energy resource and sensing range are constrained. It is quite challenging to navigate a group of MTs to move around a target area to maximize their total amount of collected data with the limited energy reserve, while geographical fairness among those point-of-interests (PoIs) should also be maximized. It is even more challenging if fully distributed execution is enforced, where no central control is allowed at the backend. To this end, we propose to leverage emerging deep reinforcement learning (DRL) techniques for directing MT's sensing and movement and to present a novel and highly efficient control algorithm, called energy-efficient distributed MCS (Edics). The proposed neural network integrates convolutional neural network (CNN) for feature extraction and then makes decision under the guidance of multi-agent deep deterministic policy gradient (DDPG) method in a fully distributed manner. We also propose two enhancements into Edics with N -step return and prioritized experienced replay buffer. Finally, we evaluate Edics through extensive simulations and found the appropriate set of hyperparameters in terms of number of CNN hidden layers and neural units for all the fully connected layers. Compared with three commonly used baselines, results have shown its benefits. © 1983-2012 IEEE.",
"JUIndoorLoc: A Ubiquitous Framework for Smartphone-Based Indoor Localization Subject to Context and Device Heterogeneity",2019,"10.1007/s11277-019-06188-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061805897&doi=10.1007%2fs11277-019-06188-2&partnerID=40&md5=7a7669a5951600a8b63185c76b029e82","A new era of ubiquitous indoor location awareness is on the horizon especially for context sensing, ambient assisted living and many other smart city applications. Although indoor localization plays a pivotal role in making the environment smarter, it is still very difficult to compare state-of-the-art localization algorithms due to the scarcity of standard databases. Publicly available databases are neither fine-grained nor contain data for different conditions. Received Signal Strength Indicator (RSSI) of Wi-Fi signals vary with indoor environment (open/closed room, presence/absence of user, temperature etc.) and scanning smart hand-held devices. Thus, localization accuracy varies with various environmental conditions and also granularity of location points (cell). Consequently, in this paper, our contribution is two-fold. First, we present a comprehensive indoor localization dataset, subject to different domains-spatial, temporal, context and device. RSSI data has been collected with cell sizes as small as 1m×1m from three floors of a building of our University using an Android application built for this purpose. This multi-floor dataset is available online at https://drive.google.com/open?id=1_z1qhoRIcpineP9AHkfVGCfB2Fd_e-fD. Our experimental results show that maximum of 71.78 % classification accuracy can be achieved for state-of-the-art classifiers when training and testing samples are taken in different environmental conditions and from smartphones having different configurations. Single classifier cannot easily be modified to suit these variations without loosing its generality. So, to overcome these conditional dependencies, our second contribution is to propose a framework for indoor localization, JUIndoorLoc and design an ensemble of condition specific classifiers as part of the framework to take care of context and device heterogeneity. Consequently, this ensemble of condition specific classifiers is implemented and found to predict a location with 91.74 % accuracy (1.87 m) for our dataset. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",
"Big data analytics and network calculus enabling intelligent management of autonomous vehicles in a smart city",2019,"10.1109/JIOT.2018.2872442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054234870&doi=10.1109%2fJIOT.2018.2872442&partnerID=40&md5=5b1c303c9b17934bfad0a3b943255b82","Artificial intelligence (AI) and big data analytics enable autonomous vehicles (AVs) to dramatically change future intelligent transportation in smart cities. AVs are envisaged to evolve to a service rather than a product in the future. To provide best user experience of such services, three primary factors, namely, waiting time, travel time, and supply of AV services, are taken into consideration in a multiobjective optimization. Conventional optimization of services relies on traffic flow analysis over a queuing network model. However, due to the mobility of vehicles and the transfer uncertainty of road networks, the queuing network analysis is too complicated and practically intractable. For accuracy and convenient processing, network calculus (NC) is extended to model the queueing problem in this paper. The optimal number of available AVs can be identified by guaranteeing the waiting time of customers. The satisfaction of AV services can be viewed as a supply and demand problem, and optimized by bipartite graph matching. In order to reduce the average travel time, especially for rush hours with heavy traffic, we further propose a new online AVs fleet management scheme with congestion control for smart cities. It is shown that the intelligent management of AV fleet can be efficiently achieved, outperforming the cases of traditional vehicles. NC-assisted AI enables an efficient intelligent transportation paradigm in smart cities, while achieving substantial energy saving. © 2014 IEEE.",
"Anatomy of Threats to the Internet of Things",2019,"10.1109/COMST.2018.2874978","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054626694&doi=10.1109%2fCOMST.2018.2874978&partnerID=40&md5=f3d82b4a62f65f04c5ca9f3c745d1cf4","The world is resorting to the Internet of Things (IoT) for ease of control and monitoring of smart devices. The ubiquitous use of IoT ranges from industrial control systems (ICS) to e-Health, e-Commerce, smart cities, supply chain management, smart cars, cyber physical systems (CPS), and a lot more. Such reliance on IoT is resulting in a significant amount of data to be generated, collected, processed, and analyzed. The big data analytics is no doubt beneficial for business development. However, at the same time, numerous threats to the availability and privacy of the user data, message, and device integrity, the vulnerability of IoT devices to malware attacks and the risk of physical compromise of devices pose a significant danger to the sustenance of IoT. This paper thus endeavors to highlight most of the known threats at various layers of the IoT architecture with a focus on the anatomy of malware attacks. We present a detailed attack methodology adopted by some of the most successful malware attacks on IoT, including ICS and CPS. We also deduce an attack strategy of a distributed denial of service attack through IoT botnet followed by requisite security measures. In the end, we propose a composite guideline for the development of an IoT security framework based on industry best practices and also highlight lessons learned, pitfalls and some open research challenges. © 1998-2012 IEEE.",
"Internet of things based gateways: Applications and challenges",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065224622&partnerID=40&md5=e3a21f6ee6087a24ae7888a6fbdcd461","Billions of data is getting connected to Internet of Things server but many a times the data is from different systems, especially in Industries a lot of data comes to same server through different gateways. Some typical applications like Healthcare, Transportation, and Smart City are looking to connect to the Internet of Things server but through a gateway of its own, which increases the complexity in system architecture. Traditional Internet of Things Gateways is used to collect the data from downstream devices connected to sensors and send it to the respective server for further processing. But however there is a need for typical heterogeneous gateways which can minimize the traffic and with presence Machine learning technologies, so the intelligence can be brought into the gateway itself for further prediction and processing. It is predicted that by 2022 the need of Internet of Thing gateways is not only to process the data stream but also apply some intelligence and if possible predict the outcomes based on the requirement, which means the Internet of Things gateway Architectures are going to be quite different from the traditional gateway architectures. Also it is important in cases like Smart Cities where there is a need of reading data from different heterogeneous devices which relies on its own architectures and network protocols like WiFi, ZigBee, LoRaWAN, Sigfox it is understood that if in case of these scenarios if there can be a single gateway which can read data from heterogeneous devices and process the data stream for further processing there can be much better understanding of data processing. This can also minimize network traffic, radiation hazards. The following work emphasizes on the need of Multi-standard gateway and relevant case studies focus on implementation of machine learning algorithm in predicting an appropriate result. © BEIESP.",
"Edge Computing-Based Security Framework for Big Data Analytics in VANETs",2019,"10.1109/MNET.2019.1800239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063781159&doi=10.1109%2fMNET.2019.1800239&partnerID=40&md5=540b107f053a81b8d38a64589e322bbc","With the exponential growth of technologies such as IoT, edge computing, and 5G, a tremendous amount of structured and unstructured data is being generated from different applications in the smart citiy environment in recent years. Thus, there is a need to develop sophisticated techniques that can efficiently process such huge volumes of data. One of the important components of smart cities, ITS, has led to many applications, including surveillance, infotainment, real-time traffic monitoring, and so on. However, its security, performance, and availability are major concerns facing the research community. The existing solutions, such as cellular networks, RSUs, and mobile cloud computing, are far from perfect because these are highly dependent on centralized architecture and bear the cost of additional infrastructure deployment. Also, the conventional methods of data processing are not capable of handling dynamic and scalable data efficiently. To mitigate these issues, this article proposes an advanced vehicular communication technique where RSUs are proposed to be replaced by edge computing platforms. Then secure V2V and V2E communication is designed using the Quotient filter, a probabilistic data structure. In summary, a smart security framework for VANETs equipped with edge computing nodes and 5G technology has been designed to enhance the capabilities of communication and computation in the modern smart city environment. It has been experimentally demonstrated that use of edge nodes as an intermediate interface between vehicle and cloud reduces access latency and avoids congestion in the backbone network, which allows quick decisions to be made based on the traffic scenario in the geographical location of the vehicles. The proposed scheme outperforms the conventional vehicular models by providing an energy-efficient secure system with minimum delay. © 2019 IEEE.",
"A novel big data analytics framework for smart cities",2019,"10.1016/j.future.2018.06.046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051668070&doi=10.1016%2fj.future.2018.06.046&partnerID=40&md5=8e536fff31773d0420d318fa7217644f","The emergence of smart cities aims at mitigating the challenges raised due to the continuous urbanization development and increasing population density in cities. To face these challenges, governments and decision makers undertake smart city projects targeting sustainable economic growth and better quality of life for both inhabitants and visitors. Information and Communication Technology (ICT) is a key enabling technology for city smartening. However, ICT artifacts and applications yield massive volumes of data known as big data. Extracting insights and hidden correlations from big data is a growing trend in information systems to provide better services to citizens and support the decision making processes. However, to extract valuable insights for developing city level smart information services, the generated datasets from various city domains need to be integrated and analyzed. This process usually referred to as big data analytics or big data value chain. Surveying the literature reveals an increasing interest in harnessing big data analytics applications in general and in the area of smart cities in particular. Yet, comprehensive discussions on the essential characteristics of big data analytics frameworks fitting smart cities requirements are still needed. This paper presents a novel big data analytics framework for smart cities called “Smart City Data Analytics Panel — SCDAP”. The design of SCDAP is based on answering the following research questions: what are the characteristics of big data analytics frameworks applied in smart cities in literature and what are the essential design principles that should guide the design of big data analytics frameworks have to serve smart cities purposes? In answering these questions, we adopted a systematic literature review on big data analytics frameworks in smart cities. The proposed framework introduces new functionalities to big data analytics frameworks represented in data model management and aggregation. The value of the proposed framework is discussed in comparison to traditional knowledge discovery approaches. © 2018 Elsevier B.V.",
"Nonparametric Event Detection in Multiple Time Series for Power Distribution Networks",2019,"10.1109/TIE.2018.2840508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048011249&doi=10.1109%2fTIE.2018.2840508&partnerID=40&md5=976795c5fa404eaec03054e7a34d1c70","With the unprecedented advancement of sensing technology, smart city applications are now enriched with massive measurement data related to system states, patterns, and the behavior of its users. However, classic data analysis or machine learning tools ignore some unique characteristics of the multistream measurement data, in particular, the coexistence of strong temporal correlation and interstream relatedness. To this end, in this paper we discuss the problem of novelty detection with multiple coevolving time series data. To capture both the temporal dependence and the interseries relatedness, a multitask nonparametric model is proposed, which can be extended to family of data distributions by adopting the notion of Bregman divergence. Albeit convex, the learning problem can be hard as the time series accumulate. In this regard, an efficient randomized block coordinate descent algorithm is proposed. The model and the algorithm is tested with a real-world application, involving novelty detection and event analysis in smart city power distribution networks with high-resolution multistream measurements. It is shown that the incorporation of interseries relatedness enables the detection of system-level events, which would otherwise be unobservable with traditional methods. The experimental results not only justify the benefits of incorporating information from different sources, but also demonstrate the potential of the proposed multistream analysis tool as one of the core computational components to improve smart city observability, security, and reliability. © 1982-2012 IEEE.",
"Big data analytics platforms for electric vehicle integration in transport oriented smart cities: Computing platforms for platforms for electric vehicle integration in smart cities",2019,"10.4018/IJDCF.2019070102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065068425&doi=10.4018%2fIJDCF.2019070102&partnerID=40&md5=86d048d72c243aa395941e9e422a1b7c","Electric vehicles (EVs) are key players for transport oriented smart cities (TOSC) powered by smart grids (SG) because they help those cities to become greener by reducing vehicle emissions and carbon footprint. In this article, the authors analyze different use-cases to show how big data analytics (BDA) can play vital role for successful electric vehicle (EV) to smart grid (SG) integration. Followed by this, this article presents an edge computing model and highlights the advantages of employing such distributed edge paradigms towards satisfying the store, compute and networking (SCN) requirements of smart EV applications in TOSCs. This article also highlights the distinguishing features of the edge paradigm, towards supporting BDA activities in EV to SG integration in TOSCs. Finally, the authors provide a detailed overview of opportunities, trends, and challenges of both these computing techniques. In particular, this article discusses the deployment challenges and state-of-the-art solutions in edge privacy and edge forensics. Copyright © 2019, IGI Global. Copying or distributing in print or electronic forms without written permission of IGI Global is prohibited.",
"IoT and smart city technology: Challenges, opportunities, and solutions",2019,"10.3745/JIPS.04.0113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065092000&doi=10.3745%2fJIPS.04.0113&partnerID=40&md5=782e2483122369c68492a99b18f1a307","Internet of Things (IoT) technology has been recently utilized in diverse fields. Smart city is one of the IoT application domains with a lot of research topics and which is operated by integrated IoT applications. In this paper, diverse kinds of solutions, processes, and frameworks to address the existing challenges in information technology are introduced. Such solutions involve various future track topics including blockchain, security, steganography, optimization, machine learning, smart system, and so on. In the subsequent paragraphs, we describe each topic in a summarized way in terms of the existing challenges and their solutions. Specifically, this paper introduced 18 novel and enhanced research studies from different countries in the world. We present diverse kinds of paradigms to subjects that tackle diverse kinds of research areas such as IoT and Smart City, and so on. © 2019 KIPS.",
"Cloud- edge network data processing based on user requirements using modify mapreduce algorithm and machine learning techniques",2019,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078433028&partnerID=40&md5=1b5bc5fbfc5e04e492e11718e219aff6","Edge computing extends cloud computing to enhancing network performance in terms of latency and network traffic of many applications such as: The Internet of Things (IoT), Cyber-Physical Systems (CPS), Machine to Machine (M2M) technologies, Industrial Internet, and Smart Cities. This extension aims at reducing data communication and transmission through the network. However, data processing is the main challenge facing edge computing. In this paper, we proposed a data processing framework based on both edge computing and cloud computing, that is performed by partitioning (classification and restructuring) of data schema on the edge computing level based on feature selection. These features are detected using MapReduce algorithm and a proposed machine learning subsystem built on user requirements. Our approach mainly relies on the assumption that the data sent by edge devices can be used in two forms, as control data (i.e. real-time analytics) and as knowledge extraction data (i.e. historical analytics).We evaluated the proposed framework based on the amount of transmitted, stored data and data retrieval time, the results show that both the amount of sending data was optimized and data retrieval time was highly decreased. Our evaluation was applied experimentally and theoretically on a hypothetical system in a kidney disease center. © Science and Information Organization.",
"Grand challenges for ambient intelligence and implications for design contexts and smart societies",2019,"10.3233/AIS-180507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060941496&doi=10.3233%2fAIS-180507&partnerID=40&md5=16fa5cb78497d5eb9aad6b3e73c47743","This paper highlights selected grand challenges that concern especially the social and the design dimensions of research and development in Ambient Intelligence (AmI) and Smart Environments (SmE). Due to the increasing deployment and usage of 'smart' technologies determining a wide range of everyday life activities, there is an urgent need to reconsider their societal implications and how to address these implications with appropriate design methods. The paper presents four perspectives on the subject grounded in different approaches. First, introducing and reflecting on the implications of the 'smart-everything' paradigm, the resulting design trade-offs and their application to smart cities. Second, discussing the potential of non-verbal communication for informing the design of spatial interfaces for AmI design practices. Third, reflecting on the role of new data categories such as 'future data' and the role of uncertainty and their implications for the next generation of AmI environments. Finally, debating the merits and shortfalls of the world's largest professional engineering community effort to craft a global standards body on ethically aligned design for autonomous and intelligent systems. The paper benefits from taking different perspectives on common issues, provides commonalities and relationships between them and provides anchor points for important challenges in the field of ambient intelligence. © 2019 - IOS Press and the authors. All rights reserved.",Open Access
"Towards a Practical Crowdsensing System for Road Surface Conditions Monitoring",2018,"10.1109/JIOT.2018.2807408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042198103&doi=10.1109%2fJIOT.2018.2807408&partnerID=40&md5=26e1f6f64c4eefaaa66f3eafba0ab059","The Internet of Things (IoT) infrastructure, systems, and applications demonstrate potential in serving smart city development. Crowdsensing approaches for road surface conditions monitoring can benefit smart city road information services. Deteriorated roads induce vehicle damage, traffic congestion, and driver discomfort which influence traffic management. In this paper, we propose a framework for monitoring road surface anomalies. We analyze the common road surface types and irregularities as well as their impact on vehicle motion. In addition to the traditional use of sensors available in smart devices, we utilize the vehicle motion sensors (accelerometers and gyroscopes) presently available in most land vehicles. Various land vehicles were used in this paper, spanning different sizes, and year model for extensive road experiments. These trajectories were used to collect and build multiple labeled data sets that were used in the system structure. In order to enhance the performance of the sensor measurements, wavelet packet de-noising is used in this paper to enable efficient classification of road surface anomalies. We adopt statistical, time domain, and frequency domain features to distinguish different road anomalies. The descriptive data sets collected in this paper are used to build, train, and test a system classifier through machine learning techniques to detect and categorize multiple road anomalies with different severity levels. Furthermore, we analyze and assess the capabilities of the smart devices and the other vehicle motion sensors to accurately geo-reference the road surface anomalies. Several road test experiments examine the benefits and assess the performance of the proposed architecture. © 2014 IEEE.",
"Energy efficient distributed analytics at the edge of the network for IoT environments",2018,"10.1016/j.pmcj.2018.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054174530&doi=10.1016%2fj.pmcj.2018.09.004&partnerID=40&md5=2c51fc6cf246bdd296d6032160b314d4","Due to the pervasive diffusion of personal mobile and IoT devices, many “smart environments” (e.g., smart cities and smart factories) will be, generators of huge amounts of data. Currently, analysis of this data is typically achieved through centralised cloud-based services. However, according to many studies, this approach may present significant issues from the standpoint of data ownership, as well as wireless network capacity. In this paper, we exploit the fog computing paradigm to move computation close to where data is produced. We exploit a well-known distributed machine learning framework (Hypothesis Transfer Learning), and perform data analytics on mobile nodes passing by IoT devices, in addition to fog gateways at the edge of the network infrastructure. We analyse the performance of different configurations of the distributed learning framework, in terms of (i) accuracy obtained in the learning task and (ii) energy spent to send data between the involved nodes. Specifically, we consider reference wireless technologies for communication between the different types of nodes we consider, e.g. LTE, Nb-IoT, 802.15.4, 802.11, etc. Our results show that collecting data through the mobile nodes and executing the distributed analytics using short-range communication technologies, such as 802.15.4 and 802.11, allows to strongly reduce the energy consumption of the system up to 94% with a loss in accuracy w.r.t. a centralised cloud solution up to 2%. © 2018 Elsevier B.V.",
"X-DNNs: Systematic Cross-Layer Approximations for Energy-Efficient Deep Neural Networks",2018,"10.1166/jolpe.2018.1575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064770156&doi=10.1166%2fjolpe.2018.1575&partnerID=40&md5=f5d163c7404956e87dde2d2e9fe53160","Growing interest towards the development of smart Cyber Physical Systems (CPS) and Internet of Things (IoT) has motivated the researchers to explore the suitability of carrying out embedded machine learning. This has enabled a new age of smart CPS and IoT with emerging applications like autonomous vehicles, smart cities and houses, advanced robotics, IoT-Healthcare, and Industry 4.0. Due to the availability of a huge amount of data and compute power, Deep Neural Networks (DNNs) have become one of the enabling technologies behind this current age of machine learning and intelligent systems. The benefits of DNNs however come at a high computational cost and require tremendous amount of energy/power resources that are typically not available on (embedded) IoT and CPS devices, especially when considering the IoT-Edge nodes. To improve the performance and energy/power efficiency of these DNNs, this paper presents a cross-layer approximation methodology which exploits the error resiliency offered by DNNs at various hardware and software layers of the computing stack. We present various case studies at both software and hardware level in order to demonstrate the energy benefits of the proposed methodology. At software level we provide a systematic pruning methodology while at hardware level we provide a case study utilizing approximation of multipliers used for performing the weighted sum operation in the neural processing of DNNs. © 2018 American Scientific Publishers. All rights reserved.",
"Adaptive security for intelligent transport system applications",2018,"10.1109/MITS.2018.2806636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046456394&doi=10.1109%2fMITS.2018.2806636&partnerID=40&md5=b08aa2f55995d13f94c9948ca9a8d096","The transportation system is gradually migrating toward autonomous, electric and intelligent vehicles. Wireless-enabled vehicles along with infrastructure units on the road are connected with traffic management centers that use intelligent data analysis tools to efficiently manage city's traffic. However, such wireless connectivity can make the ITS networks vulnerable to security threats; thus, impacting the application's reliability. On the other hand, the use of robust security techniques could hamper applications' quality of service (QoS). To understand the interplay between these two conflicting requirements, this article reviews the security and QoS design challenges in the ITS aspect of smart cities. Using an experimental test-bed, we evaluate the standard compliant security processing delays, develop an on-line tool that presents detailed security benchmark results, and study the impact of security on QoS using simulation results. We also discuss how machine learning based adaptive signature verification techniques can enhance QoS in ITS. We further present future opportunities to optimize the security-QoS balance for ITS applications. © 2009-2012 IEEE.",
