"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"QoE Assessment of Encrypted YouTube Adaptive Streaming for Energy Saving in Smart Cities","W. Pan; G. Cheng","Key Laboratory of Computer Network and Information Integration, Ministry of Education, Nanjing, China; Key Laboratory of Computer Network and Information Integration, Ministry of Education, Nanjing, China","IEEE Access","24 May 2018","2018","6","","25142","25156","Video streaming has become one of the most prevalent mobile applications and uses a substantial portion of the traffic on mobile networks today. With the limited bandwidth of mobile networks, understanding the user perception of the quality (i.e., Quality of Experience or QoE) of video streaming services is thus paramount for content providers and content-delivery network providers to flexibly configure network bandwidth, video servers, routing devices, and other network resources to save energy in smart cities. Although various video QoE assessment approaches have been proposed using different key performance indicators (KPIs), they all essentially relate to a common parameter: bitrate. However, because YouTube has adopted hyper text transfer protocol over secure socket layer (HTTPS) as its adaptive video streaming method to better protect user privacy and network security, bitrate can no longer be obtained from encrypted video traffic via typical deep packet inspection. In this paper, we address this challenge by proposing a machine-learning-based bitrate estimation (MBE) approach to parse bitrate information from IP packet level measurements. First, we filter HTTPS YouTube traffic based on the previously established video server IP according to the data packet googlevideo field. Then, we identify the transmission mode according to the traffic characteristics of several previous packets. Next, we identify the bitrates and resolutions of HTTP Live Streaming and Dynamic Adaptive Streaming over HTTP modes according to the characteristics of video chunks. Finally, for evaluating the effectiveness of MBE, we have chosen the video Mean Opinion Score (vMOS) proposed by a leading telecom vendor as the QoE assessment framework, and have conducted comprehensive experiments to study the impact of bitrate estimation accuracy on its KPIs for the HTTPS YouTube video streaming service. Experimental results show that MBE is a feasible and highly effective QoE evaluation approach to flexibly configure network resources in smart cities.","2169-3536","","10.1109/ACCESS.2018.2811416","Fundamental Research Funds for the Central Universities; National High Technology Research and Development Program (863 Program) of China(grant numbers:2015AA015603); Jiangsu Future Networks Innovation Institute: Prospective Research Project on Future Networks(grant numbers:BY2013095-5-03); Six talent peaks of high level Talents Project of Jiangsu province(grant numbers:2011-DZ024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8310894","Hyper text transfer protocol over secure socket layer (HTTPS) YouTube;QoE assessment;adaptive streaming;machine learning;smart city","Streaming media;Quality of experience;YouTube;Bit rate;Cryptography;Adaptive systems;Smart cities","cryptography;hypermedia;IP networks;learning (artificial intelligence);quality of experience;smart cities;social networking (online);telecommunication traffic;transport protocols;video servers;video streaming","content-delivery network providers;video servers;smart cities;video QoE assessment approaches;secure socket layer;user privacy;network security;MBE;IP packet level measurements;data packet googlevideo field;HTTPS YouTube video streaming service;vMOS;video mean opinion score;machine-learning-based bitrate estimation approach;HTTPS YouTube traffic characteristics;encrypted YouTube adaptive video streaming service;QoE evaluation approach;HTTP live streaming;video server IP;video traffic encryption;mobile network applications;dynamic adaptive streaming;deep packet inspection;hypertext transfer protocol;KPI","","19","","52","OAPA","9 Mar 2018","","","IEEE","IEEE Journals"
"An Ingestion and Analytics Architecture for IoT Applied to Smart City Use Cases","P. Ta-Shma; A. Akbar; G. Gerson-Golan; G. Hadash; F. Carrez; K. Moessner","IBM Research, Haifa, Israel; Institute for Communication Systems, University of Surrey, Guildford, U.K.; IBM Research, Haifa, Israel; IBM Research, Haifa, Israel; Institute for Communication Systems, University of Surrey, Guildford, U.K.; Institute for Communication Systems, University of Surrey, Guildford, U.K.","IEEE Internet of Things Journal","10 Apr 2018","2018","5","2","765","774","As sensors are adopted in almost all fields of life, the Internet of Things (IoT) is triggering a massive influx of data. We need efficient and scalable methods to process this data to gain valuable insight and take timely action. Existing approaches which support both batch processing (suitable for analysis of large historical data sets) and event processing (suitable for realtime analysis) are complex. We propose the hut architecture, a simple but scalable architecture for ingesting and analyzing IoT data, which uses historical data analysis to provide context for real-time analysis. We implement our architecture using open source components optimized for Big Data applications and extend them, where needed. We demonstrate our solution on two real-world smart city use cases in transportation and energy management.","2327-4662","","10.1109/JIOT.2017.2722378","European Union’s FP7 Project COSMOS(grant numbers:609043); European Union’s Horizon 2020 Project CPaaS.io(grant numbers:723076); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7964673","Big data;complex event processing (CEP);context-aware;energy management;ingestion;Internet of Things (IoT);machine learning;smart cities;spark;transportation","Real-time systems;Computer architecture;Internet of Things;Transportation;Big Data;Batch production systems;Sparks","batch processing (computers);Big Data;data analysis;Internet of Things","batch processing;historical data sets;event processing;hut architecture;historical data analysis;real-time analysis;Big Data applications;real-world smart city use cases;IoT data analysis;analytics architecture;ingestion architecture;Internet of Things;massive data influx;open source components","","59","","36","IEEE","30 Jun 2017","","","IEEE","IEEE Journals"
"Predicting Chronic Disease Hospitalizations from Electronic Health Records: An Interpretable Classification Approach","T. S. Brisimi; T. Xu; T. Wang; W. Dai; W. G. Adams; I. C. Paschalidis","Center for Information and Systems Engineering, Boston University, Boston, MA, USA; Center for Information and Systems Engineering, Boston University, Boston, MA, USA; Center for Information and Systems Engineering, Boston University, Boston, MA, USA; Adobe Inc., San Jose, CA, USA; Boston Medical Center, Boston, MA, USA; Department of Electrical and Computer Engineering, Division of Systems Engineering,, and Department of Biomedical Engineering, Boston University, Boston, MA, USA","Proceedings of the IEEE","27 Mar 2018","2018","106","4","690","707","Urban living in modern large cities has significant adverse effects on health, increasing the risk of several chronic diseases. We focus on the two leading clusters of chronic diseases, heart disease and diabetes, and develop data-driven methods to predict hospitalizations due to these conditions. We base these predictions on the patients' medical history, recent and more distant, as described in their Electronic Health Records (EHRs). We formulate the prediction problem as a binary classification problem and consider a variety of machine learning methods, including kernelized and sparse Support Vector Machines (SVMs), sparse logistic regression, and random forests. To strike a balance between accuracy and interpretability of the prediction, which is important in a medical setting, we propose two novel methods: K -LRT, a likelihood ratio test-based method, and a Joint Clustering and Classification (JCC) method which identifies hidden patient clusters and adapts classifiers to each cluster. We develop theoretical out-of-sample guarantees for the latter method. We validate our algorithms on large data sets from the Boston Medical Center, the largest safety-net hospital system in New England.","1558-2256","","10.1109/JPROC.2017.2789319","National Science Foundation (NSF)(grant numbers:CNS-1645681,CCF-1527292,IIS-1237022,IIS-1724990); Army Research Office (ARO)(grant numbers:W911NF-12-1-0390); National Institutes of Health (NIH)(grant numbers:1UL1TR001430); Clinical & Translational Science Institute at Boston University; Boston University Digital Health Initiative; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8283520","Diabetes;electronic health records (EHRs);heart disease;machine learning;predictive analytics;smart city;smart health","Diseases;Medical services;Diabetes;Smart cities;Predictive models;Hospitals;Clustering methods;Classification;Electronic healthcare;Machine learning","diseases;health care;learning (artificial intelligence);medical information systems;patient diagnosis;pattern classification;regression analysis;support vector machines","data sets;largest safety-net hospital system;Electronic Health Records;interpretable Classification approach;modern large cities;heart disease;diabetes;prediction problem;binary classification problem;machine learning methods;sparse logistic regression;interpretability;medical setting;Joint Clustering;Classification method;patient clusters;chronic disease hospitalization prediction;chronic diseases clusters;Joint Clustering and Classification;JCC;K -LRT;New England","","49","","55","IEEE","6 Feb 2018","","","IEEE","IEEE Journals"
"P2DCA: A Privacy-Preserving-Based Data Collection and Analysis Framework for IoMT Applications","M. Usman; M. A. Jan; X. He; J. Chen","Department of Computer Science and Software Engineering, Swinburne University of Technology, Melbourne, VIC, Australia; Department of Computer Science, Abdul Wali Khan University Mardan, Mardan, Pakistan; Global Big Data Technologies Center, School of Electrical and Data Engineering, University of Technology Sydney, Sydney, NSW, Australia; Department of Computer Science and Software Engineering, Swinburne University of Technology, Melbourne, VIC, Australia","IEEE Journal on Selected Areas in Communications","15 May 2019","2019","37","6","1222","1230","The concept of Internet of Multimedia Things (IoMT) is becoming popular nowadays and can be used in various smart city applications, e.g., traffic management, healthcare, and surveillance. In the IoMT, the devices, e.g., Multimedia Sensor Nodes (MSNs), are capable of generating both multimedia and non-multimedia data. The generated data are forwarded to a cloud server via a Base Station (BS). However, it is possible that the Internet connection between the BS and the cloud server may be temporarily down. The limited computational resources restrict the MSNs from holding the captured data for a longer time. In this situation, mobile sinks can be utilized to collect data from MSNs and upload to the cloud server. However, this data collection may create privacy issues, such as revealing identities and location information of MSNs. Therefore, there is a need to preserve the privacy of MSNs during mobile data collection. In this paper, we propose an efficient privacy-preserving-based data collection and analysis (P2DCA) framework for IoMT applications. The proposed framework partitions an underlying wireless multimedia sensor network into multiple clusters. Each cluster is represented by a Cluster Head (CH). The CHs are responsible to protect the privacy of member MSNs through data and location coordinates aggregation. Later, the aggregated multimedia data are analyzed on the cloud server using a counter-propagation artificial neural network to extract meaningful information through segmentation. Experimental results show that the proposed framework outperforms the existing privacy-preserving schemes, and can be used to collect multimedia data in various IoMT applications.","1558-0008","","10.1109/JSAC.2019.2904349","Australian Research Council(grant numbers:DP170100136,LP140100816); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8680760","IoMT;MSNs;privacy;aggregation;clusters;counter-propagation artificial neural network","Cloud computing;Servers;Privacy;Data privacy;Data collection;Security;Machine learning algorithms","data privacy;Internet;multimedia communication;wireless sensor networks","IoMT applications;smart city applications;traffic management;generated data;cloud server;Base Station;mobile data collection;aggregated multimedia data;Internet of Multimedia Things;multimedia sensor nodes;internet connection;wireless multimedia sensor network;privacy-preserving schemes;privacy-preserving-based data collection;P2DCA framework","","45","","25","IEEE","2 Apr 2019","","","IEEE","IEEE Journals"
"Deep Learning Empowered Traffic Offloading in Intelligent Software Defined Cellular V2X Networks","B. Fan; Z. He; Y. Wu; J. He; Y. Chen; L. Jiang","Beijing Key Laboratory of Traffic Engineering, College of Metropolitan Transportation, Beijing University of Technology, Beijing, China; Beijing Key Laboratory of Traffic Engineering, College of Metropolitan Transportation, Beijing University of Technology, Beijing, China; State Key Laboratory of Internet of Things for Smart City, University of Macau, Macau, China; Beijing Key Laboratory of Traffic Engineering, College of Metropolitan Transportation, Beijing University of Technology, Beijing, China; Beijing Key Laboratory of Traffic Engineering, College of Metropolitan Transportation, Beijing University of Technology, Beijing, China; Guangdong Key Laboratory of IoT Information Technology, School of Automation, Guangdong University of Technology, Guangzhou, China","IEEE Transactions on Vehicular Technology","12 Nov 2020","2020","69","11","13328","13340","The ever-increasing and unbalanced traffic load in cellular vehicle-to-everything (C-V2X) networks have increased the network congestion and led to user dissatisfaction. To relieve the network congestion and improve the traffic load balance, in this paper, we propose an intelligent software defined C-V2X network framework to enable flexible and low-complexity traffic offloading by decoupling the network data plane from the control plane. In the data plane, the cellular traffic offloading and the vehicle assisted traffic offloading are jointly performed. In the control plane, deep learning is deployed to reduce the software defined network (SDN) control complexity and improve the traffic offloading efficiency. Under the proposed framework, we investigate the traffic offloading problem, which can be formulated as a multi-objective optimization problem. Specifically, the first objective maximizes the cellular access point (AP) throughput with consideration of the load balance by associating the users with the APs. The second objective maximizes the vehicle throughput with consideration of the vehicle trajectory by associating the delay-insensitive users with the vehicles. The two objectives are coupled by the association between the cellular APs and the vehicles. A deep learning based online-offline approach is proposed to solve the multi-objective optimization problem. The online stage decouples the optimization problem into two sub-problems and utilizes the `Pareto optimal' to find the solutions. The offline stage utilizes deep learning to learn from the historical optimization information of the online stage and helps predict the optimal solutions with reduced complexity. Numerical results are provided to validate the advantages of our proposed traffic offloading approach via deep learning in C-V2X networks.","1939-9359","","10.1109/TVT.2020.3023194","National Natural Science Foundation of China(grant numbers:61901013,61701125); Macau University of Science and Technology Foundation(grant numbers:0060/2019/A1,0162/2019/A3); FDCT-MOST Joint Project(grant numbers:066/2019/AMJ); Research Grant of University of Macau(grant numbers:SRG2019-00168-IOTSC); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9195787","C-V2X networks;deep learning;software-defined-networking;traffic offloading","Machine learning;Optimization;Software;Computer architecture;Complexity theory;Quality of service;Throughput","cellular radio;intelligent networks;learning (artificial intelligence);Pareto optimisation;software defined networking;telecommunication traffic;vehicular ad hoc networks","intelligent software defined cellular V2X Networks;traffic offloading approach;online stage;delay-insensitive users;vehicle trajectory;cellular access point;multiobjective optimization problem;traffic offloading problem;traffic offloading efficiency;network control complexity;vehicle assisted traffic offloading;cellular traffic offloading;control plane;network data plane;low-complexity traffic offloading;C-V2X network framework;traffic load balance;user dissatisfaction;network congestion;cellular vehicle-to-everything;unbalanced traffic load;ever-increasing traffic load;deep learning","","14","","40","IEEE","14 Sep 2020","","","IEEE","IEEE Journals"
"A Novel Simulated-Annealing Based Electric Bus System Design, Simulation, and Analysis for Dehradun Smart City","A. Kumar; P. Srikanth; A. Nayyar; G. Sharma; R. Krishnamurthi; M. Alazab","Department of Systemics, School of Computer Science, University of Petroleum and Energy Studies, Dehradun, India; Department of Systemics, School of Computer Science, University of Petroleum and Energy Studies, Dehradun, India; Graduate School, Duy Tan University, Da Nang, Vietnam; School of Computer Science, University of Petroleum and Energy Studies, Dehradun, India; Department of Computer Science and Engineering, Jaypee Institute of Information Technology, Noida, India; College of Engineering, IT and Environment, Charles Darwin University, Casuarina, Australia","IEEE Access","21 May 2020","2020","8","","89395","89424","Smart transportation network development with environmental issues into consideration has brought Industry 4.0 based solutions on priority. In this direction, battery-powered electric bus systems have been considered widely for ensuring flexibility, operation cost, and lesser pollutants emission. Industry 4.0 provides automation through a cyber-physical system (CPS), the interconnection of bus system entities with industrial internet-of-things (IIoT), remote information availability through cloud computing and scientific disciplines (human-computer interaction, artificial intelligence, machine learning etc.) integration. In this work, a discrete event-based simulation-optimization approach is integrated that take care of bus energy consumption according to real-time city's passenger needs and on-road friction levels. The proposed simulation optimization methodology utilizes multi-objective with dependent and independent variables for optimizing the overall system performance. In simulation optimization, objective functions are designed to tackle battery consumption, Internet-of-Thing (IoT) network performance, cloud operations efficiency and smart scientific discipline integration. Simulation parameters are based on a real-time bus system which is further analyzed, filtered and adapted as per the needs of the system. In another analysis, supercharger's capacities are varied to evaluate the performance of the proposed system and identify the low cost and efficient smart transportation system. Simulation results show different scenarios for variations in the number of buses, charging stations, bus-depots, mobile charging facilities, and bus-schedules. Simulation results show that the average passenger's waiting time in the waiting is (after ticket booking) varies between 0.2 minutes to 0.7 minutes in real-time traffic conditions. In similar traffic conditions, total passenger's time in system (ticket booking to travel) varies between 41.6 minutes (for 24 hours) to 45.5 minutes (for 1 year). In the simulation, priorities are given to those dependent and independent variables which save the battery consumption and elongate the utilization of buses. Lastly, it is also observed that the proposed system is suitable for resource-constraint devices because Gate Equivalent (GE) calculation shows that the proposed system can be implemented between 1986 GEs (communicational cost without confidentiality and authentication) and 7939 GEs (computational cost with HMAC for authentication in data storage). This ensures varies security primitivs such as confidentiality, availability and authentication.","2169-3536","","10.1109/ACCESS.2020.2990190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9078106","Electric vehicles;gate-equivalents;smart city;simulation-optimization;security primitives","Analytical models;Batteries;Real-time systems;Smart transportation;Optimization;Smart cities","battery powered vehicles;cloud computing;discrete event simulation;electric vehicles;Internet of Things;optimisation;road traffic;road vehicles;scheduling;simulated annealing;traffic engineering computing","simulated-annealing;electric bus system design;smart transportation network development;battery-powered electric bus systems;cyber-physical system;bus system entities;remote information availability;discrete event-based simulation-optimization approach;bus energy consumption;real-time city;simulation optimization methodology;dependent variables;system performance;battery consumption;Internet-of-Thing network performance;cloud operations efficiency;smart scientific discipline integration;simulation parameters;real-time bus system;smart transportation system;bus-depots;bus-schedules;average passenger;total passenger;Dehradun smart city","","25","","52","CCBY","24 Apr 2020","","","IEEE","IEEE Journals"
"Heath-PRIOR: An Intelligent Ensemble Architecture to Identify Risk Cases in Healthcare","F. Neves; F. Campos; V. Ströele; M. A. M. Capretz; M. Jennings; D. Bryant; M. Dantas","Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil; Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil; Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil; Department of Electrical and Computer Engineering, Western University, London, ON, Canada; Department of Physical Therapy, Western University, London, ON, Canada; Department of Physical Therapy, Western University, London, ON, Canada; Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil","IEEE Access","11 Dec 2020","2020","8","","217150","217168","Smart city environments, when applied to healthcare, improve the quality of people's lives, enabling, for instance, disease prediction and treatment monitoring. In medical settings, case prioritization is of great importance, with beneficial outcomes both in terms of patient health and physicians' daily work. Recommender systems are an alternative to automatically integrate the data generated in such environments with predictive models and recommend actions, content, or services. The data produced by smart devices are accurate and reliable for predictive and decision-making contexts. This study main purpose is to assist patients and doctors in the early detection of disease or prediction of postoperative worsening through constant monitoring. To achieve this objective, this study proposes an architecture for recommender systems applied to healthcare, which can prioritize emergency cases. The architecture brings an ensemble approach for prediction, which adopts multiple Machine Learning algorithms. The methodology used to carry out the study followed three steps. First, a systematic literature mapping, second, the construction and development of the architecture, and third, the evaluation through two case studies. The results demonstrated the feasibility of the proposal. The predictions are promising and adherent to the application context for accurate datasets with a low amount of noises or missing values.","2169-3536","","10.1109/ACCESS.2020.3042342","Coordination for the Improvement of Higher Education Personnel (CAPES); Federal University of Juiz de Fora (UFJF); Emerging Leaders in the Americas Program (ELAP) funded by the Government of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9279298","Decision support systems;Internet of Things;machine learning;predictive models;medical conditions","Predictive models;Medical services;Diseases;Monitoring;Recommender systems;Training;Analytical models","decision making;diseases;health care;learning (artificial intelligence);medical information systems;recommender systems;software quality","heath-PRIOR;intelligent ensemble architecture;risk cases;healthcare;smart city environments;people;disease prediction;treatment monitoring;medical settings;case prioritization;beneficial outcomes;patient health;physicians;recommender systems;predictive models;smart devices;predictive decision-making contexts;doctors;postoperative worsening;constant monitoring;emergency cases;ensemble approach;multiple machine learning algorithms;systematic literature mapping;application context;accurate datasets","","3","","52","CCBY","3 Dec 2020","","","IEEE","IEEE Journals"
"MIMO-FMCW Radar-Based Parking Monitoring Application With a Modified Convolutional Neural Network With Spatial Priors","J. Martínez García; D. Zoeke; M. Vossiek","Institute of Microwaves and Photonics (LHFT), University of Erlangen-Nuremberg, Erlangen, Germany; Siemens AG, Munich, Germany; Institute of Microwaves and Photonics (LHFT), University of Erlangen-Nuremberg, Erlangen, Germany","IEEE Access","13 Aug 2018","2018","6","","41391","41398","Radar imaging is a competitive option for smart city applications over optical approaches, as it raises no privacy concerns. The inherent difficulty of interpreting radar signals can be overcome using deep learning techniques to leverage the capabilities of monitoring sensors with a minimum of human intervention. In this paper, we use a modified convolutional neural network (CNN) for classifying radar images in order to detect vacant parking spaces with a 77-GHz imaging radar. Although training CNNs for radar-image classification is challenging due to poor generalization performance caused by the lack of labeled training data, the modified architecture takes into account the properties of the radar image in order to introduce prior information into the model and improve performance. A MIMO-FMCW radar is utilized to render a slant-range image of a parking scenario, and the image patches corresponding to each parking location are classified independently in the CNN. Since the radiation pattern of a MIMO array varies as a function of the scanning angle, the corresponding spatial coordinate of each patch is included as an additional feature in the upper layers of the network. This allows the model to combine local features from each patch with global scenario information in order to learn robust features that generalize properly to new scenarios. Several models are trained end to end with data from four different parking scenarios and evaluated in a 4-fold cross-validation scheme, and performance is improved when spatial prior information is included.","2169-3536","","10.1109/ACCESS.2018.2857007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8412486","Convolutional neural networks;MIMO radar;parking monitoring;smart cities","Radar imaging;Feature extraction;Sensors;Data models;Monitoring;Machine learning","CW radar;feature extraction;feedforward neural nets;FM radar;image classification;learning (artificial intelligence);millimetre wave radar;MIMO radar;radar detection;radar imaging;smart cities;traffic information systems","77-GHz imaging radar;radar-image classification;slant-range image;parking scenario;image patches;spatial prior information;MIMO-FMCW radar-based parking monitoring application;modified convolutional neural network;smart city applications;radar signals;CNN training;performance improvement;radiation pattern;MIMO array;4-fold cross-validation;deep learning;vacant parking space detection;frequency 77 GHz","","21","","23","OAPA","18 Jul 2018","","","IEEE","IEEE Journals"
"Parameter Communication Consistency Model for Large-Scale Security Monitoring Based on Mobile Computing","R. Yang; J. Zhang; J. Wan; L. Zhou; J. Shen; Y. Zhang; Z. Wei; J. Zhang; J. Wang","School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; Computer Network Information Center, Chinese Academy of Sciences, Beijing, China; Computer Network Information Center, Chinese Academy of Sciences, Beijing, China; Zhejiang Dawning Information Technology Company, Ltd., Hangzhou, China","IEEE Access","9 Dec 2019","2019","7","","171884","171897","With the application of mobile computing in the security field, security monitoring big data has also begun to emerge, providing favorable support for smart city construction and city-scale and investment expansion. Mobile computing takes full advantage of the computing power and communication capabilities of various sensing devices and uses these devices to form a computing cluster. When using such clusters for training of distributed machine learning models, the load imbalance and network transmission delay result in low efficiency of model training. Therefore, this paper proposes a distributed machine learning parameter communication consistency model based on the parameter server idea, which is called the limited synchronous parallel model. The model is based on the fault-tolerant characteristics of the machine learning algorithm, and it dynamically limits the size of the synchronization barrier of the parameter server, reduces the synchronization communication overhead, and ensures the accuracy of the model training; thus, the model realizes finite asynchronous calculation between the worker nodes and gives full play to the overall performance of the cluster. The implementation of cluster dynamic load balancing experiments shows that the model can fully utilize the cluster performance during the training of distributed machine learning models to ensure the accuracy of the model and improve the training speed.","2169-3536","","10.1109/ACCESS.2019.2956632","National Key Technology Research and Development Program(grant numbers:2018YFB0204001); National Natural Science Foundation of China(grant numbers:61672200,61572163); Key Technology Research and Development Program of the Zhejiang Province(grant numbers:2019C03135); Zhejiang Natural Science Funds(grant numbers:LY17F020029,LY16F020018); State Key Laboratory of Computer Architecture(grant numbers:CARCH201712); Hangzhou Dianzi University(grant numbers:CXJJ2018052); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8917577","Mobile computing;security monitoring;distributed machine learning;limited synchronous parallel model;parameter server","Machine learning;Computational modeling;Servers;Training;Load modeling;Synchronization;Security","Big Data;learning (artificial intelligence);mobile computing;monitoring;resource allocation;smart cities;town and country planning","parameter communication consistency model;large-scale security monitoring;mobile computing;smart city construction;computing cluster;distributed machine learning models;load imbalance;network transmission delay;synchronization communication overhead;security monitoring Big Data;cluster dynamic load balancing","","2","","45","CCBY","28 Nov 2019","","","IEEE","IEEE Journals"
"An ELM-Embedded Deep Learning Based Intelligent Recognition System for Computer Numeric Control Machine Tools","L. Luo; Z. -X. Yang; L. Tang; K. Zhang","State Key Laboratory of Internet of Things for Smart City, University of Macau, Macau, China; State Key Laboratory of Internet of Things for Smart City, University of Macau, Macau, China; State Key Laboratory of Internet of Things for Smart City, University of Macau, Macau, China; State Key Laboratory of Internet of Things for Smart City, University of Macau, Macau, China","IEEE Access","7 Feb 2020","2020","8","","24616","24629","In modern manufacturing industry featured with automation and flexibility, the intelligent tool management for Computer Numeric Control (CNC) machine plays an essential role in manufacturing automation. The automatic tool recognition in terms of geometric shapes, materials and usage functions could facilitate the seamless integration with downstream process planning and scheduling processes. In this paper, a intelligent tool recognition system is proposed with a novel hybrid framework of multi-channel deep learning network with non-iterative and fast feedforward neural network to meet high efficiency and accuracy requirement in intelligent manufacturing. The combination of the fine-tuning Convolutional Neural Networks (CNNs) with the random parameter assignment mechanism of Extreme Learning Machines (ELMs) reach a balance in accurate feature extraction and fast recognition. In the proposed hybrid framework, features extracted from efficient CNNs are aggregated into robust ELM auto-encoders (ELM-AEs) to generate the compact but rich feature information, which are then feed to the subsequent single layer ELM network for tool recognition. The performance of proposed framework is verified on several standardized 3D shape retrieval and classification dataset, as well as on a self-constructed multi-view 3D data represented tool library database. Numerical experiments reveal a promising application perspective of proposed intelligent recognition system on manufacturing automation.","2169-3536","","10.1109/ACCESS.2020.2965284","Science and Technology Development Fund, Macau(grant numbers:SKL-IOTSC-2018-2020,0018/2019/AKP,0008/2019/AGJ,FDCT/194/2017/A3); Universidade de Macau(grant numbers:MYRG2018-00248-FST,MYRG2019-0137-FST); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954685","CNC tool recognition;hybrid deep learning networks;convolutional neural networks;extreme learning machines auto-encode;tool library database","Tools;Three-dimensional displays;Feature extraction;Shape;Deep learning;Databases","computational geometry;computerised numerical control;convolutional neural nets;feature extraction;feedforward neural nets;image classification;image retrieval;intelligent manufacturing systems;learning (artificial intelligence);machine tools;object recognition;process planning;random processes;scheduling;shape recognition","extreme learning machines;CNC machine;geometric shapes;fast feedforward neural network;noniterative feedforward neural network;standardized 3D shape retrieval;self-constructed multiview 3D data;ELMs;fast recognition;robust ELM autoencoders;feature information;ELM-AE;random parameter assignment mechanism;fine-tuning convolutional neural networks;intelligent manufacturing;multichannel deep learning network;hybrid framework;intelligent tool recognition system;scheduling processes;downstream process planning;usage functions;automatic tool recognition;intelligent tool management;manufacturing industry;computer numeric control machine tools;ELM-embedded deep learning;manufacturing automation;numerical experiments;tool library database;classification dataset;subsequent single layer ELM network","","6","","57","CCBY","9 Jan 2020","","","IEEE","IEEE Journals"
