"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Self-Healing Framework for Online Sensor Data","T. A. Nguyen; M. Aiello; T. Yonezawa; K. Tei","University of Groningen, Groningen, The Netherlands; University of Groningen, Groningen, The Netherlands; Keio University, Tokyo, Japan; National Institute of Informatics, Tokyo, Japan","2015 IEEE International Conference on Autonomic Computing","17 Sep 2015","2015","","","295","300","In pervasive computing environments, wireless sensor networks (WSNs) play an important role, collecting reliable and accurate context information so that applications are able to provide services to users on demand. In such environments, sensors should be self-adaptive by taking correct decisions based on sensed data in real-time. However, sensor data is often faulty. Faults are not so exceptional and in most deployments tend to occur frequently. Therefore, the capability of self-healing is important to ensure higher levels of reliability and availability. We design a framework which provides self-healing capabilities, enabling a flexible choice of components for detection, classification, and correction of faults at runtime. Within our framework, a variety of fault detection and classification algorithms can be applied, depending on the characteristics of the sensor data types as well as the topology of the sensor networks. A set of mechanisms for each and every step of the self-healing framework, covering detection, classification, and correction of faults are proposed. To validate the applicability, we illustrate a case study where our solution is implemented as an adaptation engine and integrated seamlessly into the ClouT system. The engine processes data coming from physical sensors deployed in Santander, Spain, providing corrected sensor data to other smart city applications developed in the ClouT project.","","978-1-4673-6971-8","10.1109/ICAC.2015.61","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7266983","Seal-healing framework;Online sensor data;Wireless sensor network;Fault tolerance for WSNs;Smart environments","Cities and towns;Monitoring;Wireless sensor networks;Data models;Fault detection;Knowledge based systems;Data processing","computer network reliability;fault diagnosis;ubiquitous computing;wireless sensor networks","self-healing framework;online sensor data;pervasive computing environments;wireless sensor networks;WSNs;fault detection;fault classification algorithm;fault correction;ClouT system;Santander;Spain","","3","","18","IEEE","17 Sep 2015","","","IEEE","IEEE Conferences"
"Improving Capabilities and Creating Values in Public Services Through Extended Organization Concept: Case Study of Jakarta Smart City","R. Setyowati; Sutoto; S. N. Asih; A. Ishlahuddin; M. R. Shihab; B. Ranti","Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia; Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia; Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia; Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia; Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia; Faculty of Computer Science, Universitas Indonesia, Jakarta, Indonesia","2019 International Conference on Information Management and Technology (ICIMTech)","19 Sep 2019","2019","1","","192","197","The concept of extended organization is an IT (Information Technology) impact on organization, where organizations become leaner and more adaptive in facing changes. This concept was used by the Provincial Government of the Special Capital Region of Jakarta (DKI Jakarta) on implementing Jakarta Smart City (JSC) to improve public services by collaborating with other parties. As a government institution, DKI Jakarta has limitations and inflexibility in terms of budget, resources, compliance with regulations in managing urban resources, so this collaboration is a way to create new capabilities and values to support new Jakarta, that is efficient and innovative. The research methodology used is qualitative approach by collecting data through documentation studies and interviews. The result of this study are the implementation of extended organization concept in JSC and what challenges do DKI Jakarta faces on implementing it. The implementation of extended organization in JSC presented in a map of capabilities and values provided by each parties. There are 5 (five) challenges faced by JSC, namely the amount of information that must be managed, benefit management, platform interoperability and change management, knowledge management, and many parties who want to work together with JSC. This research is expected to be a lesson learn for other organization especially government institution who want to apply the concept of extended organization.","","978-1-7281-3333-1","10.1109/ICIMTech.2019.8843819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843819","extended organization;capability;value;JSC;smart city;challenge","Smart cities;Collaboration;Government;Interviews","information technology;knowledge management;management of change;open systems","JSC;change management;government institution;public services;extended organization concept;organizations;DKI Jakarta;Jakarta smart city;provincial government;special capital region","","","","14","IEEE","19 Sep 2019","","","IEEE","IEEE Conferences"
"Regular translation within alliances","F. Vit; V. Zdenek","Department of Applied Informatics in Transportation, Czech Technical University in Prague, Prague 1, Czech Republic; Department of Technological Equipment of Buildings, Czech University of Life Sciences Prague, Prague 6, Czech Republic","2018 Smart City Symposium Prague (SCSP)","5 Jul 2018","2018","","","1","4","Communication of a system alliance with surroundings can be modelled as a translation of specific languages. Incoming messages into alliance create an input language LI, outgoing messages from alliance create an output language LA. Elements on the boundaries serve as conversion units between external input languages and internal languages, or they serve as plain acceptors of input sentences, telling only the input sentence is valid/non-valid. Very important case is man - machine communication. In this case, the respective languages have to be regular. The example of two alliance interfaces and/or respective correction processes is discussed in detail. The process of the acceptance of a new (unknown) word within the adaptive acceptor is carried-out in the following part. These analyses are of high value for both the control and design of complex uncertain wholes, as well as for increasing their functionality and reliability.","","978-1-5386-5017-2","10.1109/SCSP.2018.8402660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8402660","boundary;finite deterministic automaton (FDA);functionality;input/output languages;interface;regular grammar;soft — systems;system alliance;uncertainty","Automata;Grammar;Smart cities;Trajectory;Uncertainty;Transportation;Finite element analysis","formal languages;language translation;specification languages","regular translation;system alliance;specific languages;incoming messages;outgoing messages;conversion units;external input languages;internal languages;plain acceptors;input sentence;man - machine communication;alliance interfaces;respective correction processes;output language;adaptive acceptor","","","","15","IEEE","5 Jul 2018","","","IEEE","IEEE Conferences"
"Research on Transformer Audio Fault Identification Method Based on Neural Network","L. Lin; Y. Li; M. Li; X. Liao","Xi'an University of Science and Technology, Xi'an, Shaanxi, CN; Xi'an University of Science and Technology, Xi'an, Shaanxi, CN; Xi'an University of Science and Technology, Xi'an, Shaanxi, CN; Xi'an University of Science and Technology, Xi'an, Shaanxi, CN","2019 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)","21 Mar 2019","2019","","","606","609","This paper proposes a new method for monitoring the health of transformers. Based on the tensorflow framework, the multi-layer neural network model is trained by using the audio signal of the transformer running. The BP back-propagation algorithm is used to iteratively train the whole network and randomly initialize the initial values. The parameter is adjusted by the error between the output and the label until global convergence. Its advantage lies in its ability to get rid of the dependence on a large number of signal processing technologies and expert diagnostic experience, to achieve adaptive extraction of fault features and intelligent identification of fault categories.","","978-1-7281-1307-4","10.1109/ICITBS.2019.00151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8669590","tensorflow;multi-layer neural network;BP back propagation","Feature extraction;Training;Fault diagnosis;Neural networks;Mel frequency cepstral coefficient;Solid modeling;Adaptation models","audio signal processing;backpropagation;convergence;fault diagnosis;neural nets;power engineering computing;power transformers","transformer audio fault identification method;tensorflow framework;multilayer neural network model;audio signal;BP back-propagation algorithm;signal processing technologies;intelligent identification;fault categories;global convergence","","2","","5","IEEE","21 Mar 2019","","","IEEE","IEEE Conferences"
"Best Practices on Personalization and Adaptive Interaction Techniques in the Scope of Smart Homes and Active Assisted Living","N. Liappas; J. G. Terius-Padron; E. Machado; M. R. Loghmani; R. I. Garcia-Betances; M. Vincze; I. Carrillo Quero; M. F. Cabrera-Umpierrez","Life Supporting Technologies, ETSI Telecomunicaciones, Universidad Polit??cnica de Madrid, Madrid, Spain; ETSI Telecomunicaciones, Universidad Politécnica de Madrid, Madrid, Spain; Department of Innovation and Technology, Ingenieria y Soluciones Informatica, Sevilla, Spain; V4R, ACIN, Faculty of Electrical Engineering Technische Universit??t Wien, Vienna, Austria; ETSI Telecomunicaciones, Universidad Politécnica de Madrid, Madrid, Spain; V4R, ACIN, Faculty of Electrical Engineering Technische Universit??t Wien, Vienna, Austria; Department of Innovation and Technology, Ingenieria y Soluciones Informatica, Sevilla, Spain; ETSI Telecomunicaciones, Universidad Politécnica de Madrid, Madrid, Spain","2019 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","9 Apr 2020","2019","","","190","195","Assistive systems and emerging technologies can support individuals with specific needs and diseases effectively. Nonetheless, in the domain of Smart Homes (SH), the interactions tend to become more complex and difficult to adapt to the users, creating a bottleneck for the efficient use and the acceptability of the interventions. This paper presents best practices on personalization and adaptive interaction techniques in order to homogenize different solutions within the SH, ease the interaction acceptability by adaptation to specific user needs and implement better healthcare interventions able to improve the Quality of Life (QoL). The recommendations arise as a result of previous research studies conducted within the MSCA-ITN project ACROSSING.","","978-1-7281-4034-6","10.1109/SmartWorld-UIC-ATC-SCALCOM-IOP-SCI.2019.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9060089","AAL;dementia;smart home;chronic diseases;robots;virtual reality;personilization;adaptation","Diseases;Senior citizens;Sensors;Monitoring;Smart homes;User interfaces;Best practices","data mining;diseases;health care;home automation;human computer interaction","adaptive interaction techniques;smart homes;active assisted living;assistive systems;diseases;interaction acceptability;specific user needs;quality of life;QoL;MSCA-ITN project ACROSSING;SH","","1","","22","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Automatic calculation of bicycle routes by combining meta-heuristics and GIS techniques within the framework of smart cities","O. Cosido; C. Loucera; A. Iglesias","Santander City Council, Centro de Formación y Empleo (CEFEM), Santander, Spain; Dpt. of Applied Mathematics and Computational Sciences, University of Cantabria, Santander, Spain; Dept. of Information Sciences, Toho University, Funabashi, Japan","2013 International Conference on New Concepts in Smart Cities: Fostering Public and Private Alliances (SmartMILE)","9 Jan 2014","2013","","","1","6","The automation of a city's underlying dynamic system analysis is one of the most important tasks in a Smart City. A route selection system to avoid traffic congestion in which cycle tracks are integrated parts of the traffic design is an example of such a dynamic system. Ongoing traffic analysis is of vital importance for environmental and tourist reasons. Until recently, traffic data was analyzed by experts; today the huge amount of data gathered through the use of city sensors and other devices makes this a boundless analysis for the human brain. In this paper we propose a novel method to find a cycle route in an automatic way by making use of the vast traffic and environmental information gathered in a small area of Santander. We construct our model by using a combination of Soft Computing and GIS techniques. Then, we solve the resulting multi-objective NP-hard problem with a population-based bio-inspired meta-heuristics. Some experimental results show that our approach performs very well and that the presented methodology is promising for further application in other real scenarios, even for cases in which difficult additional constraints might be considered.","","978-1-4799-2911-5","10.1109/SmartMILE.2013.6708196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6708196","","Cities and towns;Linear programming;Prototypes;Optimization;Bicycles;Educational institutions","bicycles;fuzzy neural nets;fuzzy reasoning;geographic information systems;optimisation;road traffic control","automatic bicycle route calculation;GIS techniques;smart city framework;dynamic system analysis;route selection system;traffic congestion avoidance;cycle tracks;traffic design;traffic data analysis;city sensors;environmental information gathering;traffic information gathering;Santander;soft computing;multiobjective NP-hard problem;population-based bioinspired meta-heuristics;adaptive neurofuzzy inference system","","8","","22","IEEE","9 Jan 2014","","","IEEE","IEEE Conferences"
"High Performance Approximate Computing by Adaptive Relaxed Synchronization","B. Islam; F. H. Shezan; R. Shahriyar","Department of Computer Science and Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Bangladesh University of Engineering and Technology, Dhaka, Bangladesh","2016 IEEE 18th International Conference on High Performance Computing and Communications; IEEE 14th International Conference on Smart City; IEEE 2nd International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","26 Jan 2017","2016","","","1204","1210","Approximate computing has the potential to provide approximate results with user defined error bound faster than conventional computing. Relaxed synchronization is one of the many ways to achieve approximate computation. Researchers in this area primarily focus on programming languages like C/C++, but languages like Java are still largely overlooked. In Java, generally full synchronization can be achieved by using synchronized keyword for method and block level or by using various locks of Java concurrency utilities framework. We provide a detailed performance evaluation of these different mechanisms to achieve full synchronization in Java. We introduce an adaptive locking mechanism using existing locks of Java concurrency utilities framework to provide relaxed synchronization for Java to be used for approximate computing. Our novel relaxed synchronization based framework achieved one of the important outcomes of approximate computing, better performance.","","978-1-5090-4297-5","10.1109/HPCC-SmartCity-DSS.2016.0168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7828509","Approximate Computing;Java;Concurrency;Synchronization","Synchronization;Java;Instruction sets;Approximate computing;Runtime;Concurrent computing;Data structures","concurrency (computers);Java;parallel processing;programming languages;synchronisation","adaptive locking mechanism;concurrency utilities;Java;programming languages;adaptive relaxed synchronization;high performance approximate computing","","2","","11","IEEE","26 Jan 2017","","","IEEE","IEEE Conferences"
"A Tucker Decomposition Based on Adaptive Genetic Algorithm for Efficient Deep Model Compression","C. Dai; H. Cheng; X. Liu","School of Information and Communication Engineering, UESTC, Chengdu, China; School of Information and Communication Engineering, UESTC, Chengdu, China; School of Information and Communication Engineering, UESTC, Chengdu, China","2020 IEEE 22nd International Conference on High Performance Computing and Communications; IEEE 18th International Conference on Smart City; IEEE 6th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","26 Apr 2021","2020","","","507","512","Model compression is a prevalent technique to efficiently deploy CNNs on resource-constrained devices, which show outstanding performance in computer vision. Recent efforts devote to approximately representing the higher-order tensors in CNNs without hurting original accuracy. However, the selection of ranks for various decomposition algorithms is still an open problem. We propose an efficient model compression method which leverage Tucker decomposition for global compression. An improved genetic algorithm is applied to selecting and optimizing the ranks for Tucker decomposition. The improved genetic algorithm can also actively detect and get rid of local optimal, which is main drawback of search algorithms. Different decomposition strategies for convolutional layer and fully connected layer are designed based on their dimensional difference. Extensive experiments show that with negligible loss of accuracy, proposed method gives a compression ratio of 7.57× in number of parameters and 2.69× in FLOPs to VGG-19 on CIFAR-100, which has advanced the state-of-the-art methods.","","978-1-7281-7649-9","10.1109/HPCC-SmartCity-DSS50907.2020.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407995","model compression;tucker decomposition;genetic algorithm","Training;Performance evaluation;Adaptation models;Tensors;Computational modeling;High performance computing;Conferences","computer vision;data compression;genetic algorithms;tensors","efficient model compression method which leverage Tucker decomposition;global compression;improved genetic algorithm;ranks;search algorithms;different decomposition strategies;compression ratio;adaptive genetic algorithm;efficient deep model compression;prevalent technique;CNNs;resource-constrained devices;computer vision;higher-order tensors;original accuracy;decomposition algorithms","","6","","22","IEEE","26 Apr 2021","","","IEEE","IEEE Conferences"
"On the Design of SMR HDD Block Device Driver","J. Hao; X. Chen; Y. Qiao; Y. Zhang; T. Zhang","Electrical, Computer, and Systems Engineering Department, Rensselaer Polytechnic Institute, Troy, USA; Electrical, Computer, and Systems Engineering Department, Rensselaer Polytechnic Institute, Troy, USA; Electrical, Computer, and Systems Engineering Department, Rensselaer Polytechnic Institute, Troy, USA; Electrical, Computer, and Systems Engineering Department, Rensselaer Polytechnic Institute, Troy, USA; Electrical, Computer, and Systems Engineering Department, Rensselaer Polytechnic Institute, Troy, USA","2020 IEEE 22nd International Conference on High Performance Computing and Communications; IEEE 18th International Conference on Smart City; IEEE 6th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","26 Apr 2021","2020","","","1291","1299","This paper studies the design of host-managed SMR HDD. To obviate any changes to existing filesystems and applications, this paper focuses on making the host-side block device driver solely responsible for managing SMR HDD. The key is to make block device driver elastically utilize the host-side memory resource to realize address translation and mitigate SMR HDD performance degradation. Under this framework, this paper presents a set of techniques, including defragmentation-centric write buffer management, fragmentation-adaptive tree-based address mapping, and fragmentation-aware GC, which together can efficiently utilize host memory resource to realize address translation and mitigate drive performance degradation. Using a variety of disk access IO traces and benchmarks, we carried out experiments that well demonstrate the effectiveness of the proposed design techniques.","","978-1-7281-7649-9","10.1109/HPCC-SmartCity-DSS50907.2020.00166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407945","Shingled magnetic recording (SMR);hard disk drive;address translation;write buffering;defragmentation","Performance evaluation;Degradation;High performance computing;Conferences;Memory management;Shingled magnetic recording;Benchmark testing","buffer storage;device drivers;disc drives;flash memories;hard discs;tree data structures","fragmentation-adaptive tree-based address mapping;host memory resource;address translation;design techniques;SMR HDD block device driver;host-managed SMR HDD;filesystems;host-side memory resource;mitigated SMR HDD performance degradation;disk access IO traces;fragmentation-aware GC","","","","14","IEEE","26 Apr 2021","","","IEEE","IEEE Conferences"
"Distribution networks as complex dynamic systems new perspective for monitoring them","A. Perles; G. Camilleri","Institut de Recherche en Informatique de Toulouse, Université de Toulouse, France; Institut de Recherche en Informatique de Toulouse, Université de Toulouse, France","2017 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computed, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","28 Jun 2018","2017","","","1","6","In this paper, we set out our arguments for a new approach to control electrical distribution networks making them more robust and flexible and giving them the ability to adapt themselves to the evolution of the way we consume and produce electricity. In the first part of the paper, the current state of the distribution network is presented as well as the motivations to move from classical control strategies to innovative ones. Then, the concept of Smart Grid and the associated challenges are presented. Finally, the Adaptive Multi-Agent System approach is exposed as well as the benefits it can have for the Smart Grid.","","978-1-5386-0435-9","10.1109/UIC-ATC.2017.8397398","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8397398","","Smart grids;Voltage control;Generators;Production;Hardware;Monitoring;Supply and demand","multi-agent systems;power distribution control;power system measurement;smart power grids","electricity;current state;classical control strategies;complex dynamic systems;smart grid;electrical distribution network control;adaptive multiagent system approach","","","","30","IEEE","28 Jun 2018","","","IEEE","IEEE Conferences"
"Routing Autonomous Emergency Vehicles in Smart Cities Using Real Time Systems Analogy: A Conceptual Model","S. Humagain; R. Sinha","IT and Software Engineering, Auckland University of Technology, Auckland, New Zealand; IT and Software Engineering, Auckland University of Technology, Auckland, New Zealand","2019 IEEE 17th International Conference on Industrial Informatics (INDIN)","30 Jan 2020","2019","1","","1097","1102","Emergency service vehicles like ambulance, fire, police etc. should respond to emergencies on time. Existing barriers like increased congestion, multiple signalized intersections, queued vehicles, traffic phase timing etc. can prevent emergency vehicles (EVs) achieving desired response times. Existing solutions to route EVs have not been successful because they do not use dynamic traffic parameters. Real time information on increased congestion, halts on road, pedestrian flow, queued vehicles, real and adaptive speed, can be used to properly actuate pre-emption and minimise the impact that EV movement can have on other traffic.Smart cities provide the necessary infrastructure to enable two critical factors in EV routing: real-time traffic data and connectivity. In addition, using autonomous vehicles (AVs) in place of normal emergency service vehicles can have further advantages in terms of safety and adaptability in smart city environments. AVs feature several sensors and connectivity that can help them make real-time decisions. We propose a novel idea of using autonomous emergency vehicles (AEVs) that can meet the critical response time and drive through a complex road network in smart cities efficiently and safely. This is achieved by considering traffic network analogous to real-time systems (RTS) where we use mixed-criticality real-time system (MCRTS) task scheduling to schedule AEVs for meeting response time.","2378-363X","978-1-7281-2927-3","10.1109/INDIN41052.2019.8972218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8972218","Autonomous vehicles;smart cities;Real time systems;emergency responses","","decision making;emergency services;mobile robots;road traffic control;road vehicles;scheduling;vehicle routing","mixed-criticality real-time system task scheduling;systems analogy;autonomous emergency vehicles routing;traffic network;decisions making;smart city environments;traffic data;EV routing;EV movement","","3","","25","IEEE","30 Jan 2020","","","IEEE","IEEE Conferences"
"A Cache-Aware Approach to Adaptive Mesh Refinement in Parallel Stencil-Based Solvers","G. Saxena; P. K. Jimack; M. A. Walkley","School of Computing, University of Leeds, Leeds; School of Computing, University of Leeds, Leeds; School of Computing, University of Leeds, Leeds","2017 IEEE 19th International Conference on High Performance Computing and Communications; IEEE 15th International Conference on Smart City; IEEE 3rd International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","15 Feb 2018","2017","","","364","371","In prior-research the authors have demonstrated that, for stencil-based numerical solvers for Partial Differential Equations (PDEs), the parallel performance can be significantly improved by selecting sub-domains that are not cubic in shape (Saxena et. al., HPCS 2016, pp. 875-885). This is achieved through accounting for cache utilization in both the message passing and the computational kernel, where it is demonstrated that the optimal domain decompositions not only depend on the communication and load balance but also on the cache-misses, amongst other factors. In this work we demonstrate that those conclusions may also be extended to more advanced numerical discretizations, based upon Adaptive Mesh Refinement (AMR). In particular, we show that when basing our AMR strategy on the local refinement of patches of the mesh, the optimal patch shape is not typically cubic. We provide specific examples, with accompanying explanation, to show that communication minimizing strategies are not necessarily the best choice when applying AMR in parallel. All numerical tests undertaken in this work are based upon the open source BoxLib library.","","978-1-5386-2588-0","10.1109/HPCC-SmartCity-DSS.2017.48","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8291951","Partial Differential Equations ; Adaptive Mesh Refinement ; Finite Difference ; Domain Decomposition ; Cache-misses","Topology;Shape;Indexes;Algorithms;Libraries;Conferences;Finite difference methods","cache storage;differential equations;mesh generation;message passing;parallel processing;partial differential equations;physics computing","parallel stencil-based solvers;open source BoxLib library;communication minimizing strategies;optimal patch shape;AMR strategy;cache-misses;optimal domain decompositions;message passing;Partial Differential Equations;numerical solvers;Adaptive Mesh Refinement;cache-aware approach","","","","20","IEEE","15 Feb 2018","","","IEEE","IEEE Conferences"
"FPGA Realization of MRC with Optimized Exponent for Adaptive Array Antennas","R. Ayoubi; J. Daba; S. Berjaoui","Department of Computer Engineering, University of Balamand, Kalhat El Kura, Lebanon; Department of Electrical Engineering, University of Balamand, Kalhat El Kura, Lebanon; Dept. of Electrical & Computer Engr., University of Balamand Rafik Hariri University, Mechref Chouf, Lebanon","2019 IEEE 21st International Conference on High Performance Computing and Communications; IEEE 17th International Conference on Smart City; IEEE 5th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","3 Oct 2019","2019","","","281","288","In this work, a fast FPGA implementation of an optimized receiver diversity combining technique, termed Generalized Maximal Ratio Combining (GMRC), is implemented for signal transmission over wireless Single-Input-Multiple-Output (SIMO) fading channels. One prior published FPGA implementation applied brute-force technique that led to the use of several square root blocks, which are slow and resource-hungry. A subsequent study improved the implementation by transforming all the operations into addition and multiplication only, which are efficient in current FPGA technology due to the availability of such operations at the hardware level. In this study, the proposed hardware implementation was more efficient and outperformed previous techniques both in terms of speed and area. In addition, a higher clock frequency of around 180 MHz was achieved. This high speed was possible due to sub-dividing the complex operations into smaller computation stages and pipelining all the stages. A prominent feature of the implementation is the use of a pipeline architecture to decrease the chip area requirements and to increase the throughput of the diversity combiner. Using the FPGA implementation on the SIMO channel, the design can be extended to the hardware of spatially modulated massive-MIMO in 5th generation networks.","","978-1-7281-2058-4","10.1109/HPCC/SmartCity/DSS.2019.0-330","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8855466","Field-programmable gate array, generalized maximal-ratio combining, hardwired multipliers, Lyapunov fractal dimension, massive MIMO, maximal ratio combining, pipelining technique, spatial modulation, SIMO channels","Diversity reception;Fading channels;Field programmable gate arrays;Receivers;Transmitters;Signal to noise ratio;Scattering","5G mobile communication;adaptive antenna arrays;diversity reception;fading channels;field programmable gate arrays;MIMO communication;SIMO communication","adaptive array antennas;signal transmission;brute-force technique;square root blocks;FPGA technology;FPGA implementation;wireless single-input-multiple-output fading channels;clock frequency;optimized receiver diversity combining;generalized maximal ratio combining;SIMO fading channels;pipeline architecture;spatially modulated massive-MIMO;5th generation networks","","","","43","IEEE","3 Oct 2019","","","IEEE","IEEE Conferences"
"SACC: Configuring Application-Level Cache Intelligently for In-Memory Database Based on Long Short-Term Memory","J. Fei; Y. Shi; M. Wen; C. Zhang","School of Computer, National University of Defense Technology, Changsha, China; School of Computer, National University of Defense Technology, Changsha, China; School of Computer, National University of Defense Technology, Changsha, China; School of Computer, National University of Defense Technology, Changsha, China","2019 IEEE 21st International Conference on High Performance Computing and Communications; IEEE 17th International Conference on Smart City; IEEE 5th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","3 Oct 2019","2019","","","1350","1357","In-memory database can effectively improve the performance of database-centric applications. However, mainstream application-level caching frameworks, such as Memcached, require developers to specify what to cache while developers can hardly understand all intricate details of the application. In this paper, we propose the smart application-level cache configuration (SACC), an automatic cache configuration approach which decouples the cache logic from the application logic. SACC uses the long short term memory model to decide what to cache and then executes caching operation automatically based on the results of the prediction model with no need of manual specifications. We evaluate SACC with both uniform and skewed workloads. Experimental results demonstrate that SACC can significantly improve the performance of application-level cache system.","","978-1-7281-2058-4","10.1109/HPCC/SmartCity/DSS.2019.00188","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8855508","In-Memory database;application-level cache;LSTM;cache configuration","Predictive models;Data models;Adaptation models;Logic gates;Prefetching;Distributed databases","cache storage;database management systems;recurrent neural nets","SACC;in-memory database;short-term memory;database-centric applications;mainstream application-level caching frameworks;smart application-level cache configuration;automatic cache configuration approach;cache logic;application logic;long short term memory model;application-level cache system;caching operation","","1","","27","IEEE","3 Oct 2019","","","IEEE","IEEE Conferences"
"RESCoin to improve Prosumer Side Management into Smart City","C. Lazaroiu; M. Roscia","University POLITEHNICA of Bucharest, University MARITIMA of Constranta, Romania; University of Bergamo","2018 7th International Conference on Renewable Energy Research and Applications (ICRERA)","9 Dec 2018","2018","","","1196","1201","The transformation of a traditional city into a Smart City is not a simple task and requires necessarily start from a correct management of energy, which leads to energy efficiency through the sustainable behavior of prosumers. In fact, thanks to new technologies such as IoT and smart appliances, it is possible to induce in the consumer a new type of behavior, not only in energy consumption, but also in the exchange and sale of energy, assuming a fundamental role in Smart Grids. Prosumer Side Management appears as a way to manage micro smart grids in a much more complex, volatile and real-time energy market, control and management that are entrusted to Smart Agents and Blockchain to obtain a new model of management of the organs safely and reliably. This paper gives a micromesh model that includes within it a smart home, RES, Electric Vehicle, a control algorithm that leads to the management of the Virtual Power Plant in an adaptive and intelligent way and through the RESCoin (virtual currency linked to RES), so that prosumer facilitated by the process of exchange of energy and money can become the driving of energy transformation in future Smart Cities.","2572-6013","978-1-5386-5982-3","10.1109/ICRERA.2018.8566844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8566844","Demand Side Management;Smart city;Sustainable prosumer;IoT;Smart Agent;Smart Load;Virtual Power Plant;Blockchain;RESCoin","Home appliances;Photovoltaic systems;Smart cities;Linear programming;Loading;Smart homes","distributed power generation;electric vehicles;energy conservation;power markets;smart cities;smart power grids","RESCoin;energy efficiency;smart appliances;energy consumption;microsmart grids;complex time energy market;volatile time energy market;real-time energy market;smart home;energy transformation;smart city;smart agents","","12","","26","IEEE","9 Dec 2018","","","IEEE","IEEE Conferences"
"An Improved Molecular Computation Model of Integer Power Using Self-Assembly of DNA Tiles","Y. Li","People's Public Security, University of China, Beijing, China","2018 IEEE 20th International Conference on High Performance Computing and Communications; IEEE 16th International Conference on Smart City; IEEE 4th International Conference on Data Science and Systems (HPCC/SmartCity/DSS)","24 Jan 2019","2018","","","392","399","This paper proposes how to use self-assembly of DNA tiles to calculate integer power over finite field GF(2^n) with less assembly processing time. Two key functional components accomplish the computing process. One of them computes modular-multiplication and modular-square in parallel, and the other one calculates modular-square and transmits intermediate result. It achieves better performance than previous work for its optimized assembly rules. This tile assembly model requires 5316 types of computation tiles and 12 types of boundary tiles.","","978-1-5386-6614-2","10.1109/HPCC/SmartCity/DSS.2018.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8622821","Binary finite field, Tile assembly model, DNA computing, Integer power","Computational modeling;Self-assembly;DNA;Encoding;DNA computing;Adaptation models;Conferences","biocomputing;computational complexity;DNA;Galois fields;optimisation;self-assembly","finite field;molecular computation model;DNA tiles self-assembly;assembly rules optimization;computation tiles types;boundary tiles types;modular-square;modular-multiplication;assembly processing time;integer power","","2","","16","IEEE","24 Jan 2019","","","IEEE","IEEE Conferences"
