Title,Year,DOI,Link,Abstract,Author Keywords
"Adaptive deployment of software in smart-city",2018,"10.1145/3284869.3284886","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061101424&doi=10.1145%2f3284869.3284886&partnerID=40&md5=9b77fc8a28034d5e5488f1d2c654bf57","There are a variety of smart objects in smart cities, but their computational resources may not enough to provide enrich services for users. We propose a dynamic federation of computational resources of smart objects as a virtual distributed system according to users’ requirements and context. The approach presented in this paper has two key ideas. The first is to federate multiple smart objects or application-specific services as a virtual computer and the second is to separate between services for users from context-aware policies of such services. The approach was constructed as a general-purpose middleware system for executing and deploying application-specific software at smart objects. © 2018 Association for Computing Machinery.","Ambeint Intelligence; Middleware; Mobile agent"
"IoTCrawler: Browsing the internet of things",2018,"10.1109/GIOTS.2018.8534528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059050953&doi=10.1109%2fGIOTS.2018.8534528&partnerID=40&md5=4696153827013dc7efcedb33950c9968","The Internet of Things (IoT) offers an incredible innovation potential for developing smarter applications and services. However, today we see solutions in the development of vertical applications and services reflecting what used to be the early days of the Web, leading to fragmentation and intra-nets of Things. To achieve an open IoT ecosystem of systems and platforms, several key enablers are needed for effective, adaptive and scalable mechanisms for exploring and discovering IoT resources and their data/capabilities. This paper discusses our work in the EU H2020 IoTCrawler project. Its focus is on the integration and interoperability across different platforms, through dynamic and reconfigurable solutions for discovery and integration of data and services from legacy and new systems. This is complemented with adaptive, privacy-aware and secure solutions for crawling, indexing and searching in distributed IoT systems. IoTCrawler targets IoT development and demonstrations with a focus on Industry 4.0, Social IoT, Smart City and Smart Energy use cases. © 2018 IEEE.","crawling; Cyber-physical systems; discovery; indexing; Internet of Things; ranking; security"
"IoT Solution for energy optimization in industry 4.0: Issues of a real-life implementation",2018,"10.1109/GIOTS.2018.8534537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059101884&doi=10.1109%2fGIOTS.2018.8534537&partnerID=40&md5=5b6b3030c7cda985b4d80802f0150e9d","The fourth industrial revolution-the so called Industry 4.0 strategy-fosters to provide devices/assets/machines at industrial plants with a reliable connectivity, by means of the use of innovative technologies such as Cyber Physical Systems, Internet of Things, Cloud and Big Data services. Energy consumption monitoring in manufacturing plants provides useful information to save energy while reducing CO2 emissions, but also for predictive maintenance or process optimization applications what results in costs reduction. This paper describes an Open-IoT solution to measure energy consumption in factories that reveal in detail the use of energy at each industrial machine and the energy consumed to perform a particular industrial process. This solution, based on BatNET wireless communication technology, has been installed worldwide at 16 factories dedicated to the manufacture of steel and aluminum parts for the automotive industry. BatNET is built on open and standard protocols and it was initially envisaged for building and Smart City applications. Some adaptations in hardware, firmware and software have been required to fulfil the industrial harsh environment. The implementation issues faced when installing this Industrial IoT system in real environments are presented in this paper. Special attention has been paid to the constraints motivated by factory requirements and embedded processing and data storage capabilities, as well as their solutions and the final results. © 2018 IEEE.","6LoWPAN; Energy Consumption Monitoring; Industry 4.0; Internet of Things; Real-life Implementation; Wireless Communications"
"Digital waste management using LoRa network a business case from lab to fab",2018,"10.1109/GIOTS.2018.8534562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059058582&doi=10.1109%2fGIOTS.2018.8534562&partnerID=40&md5=72677c37c0f8758e6c7a4355cd2ac3ac","The development of a LoRa network based IoT systems from ideation to realization and initial pilot deployment is presented in this study including a case study from an entrepreneurial business development aspect. It is found that utilization of state of the art new components such as LoRaWAN industrial gateways and individual off the shelf sensing nodes can be very beneficial for short pilot studies. A well-defined target for the IoT project in addition to fast development cycles both for the technology and business development paths with minimum redundant tasks to maintain agility are necessary for successful pilot IoT systems deployment with real market adaptation in smart cities and scaling up capabilities. © 2018 IEEE.","busyness entrepreneurship; circular economy; innovation; IoT; LoRa; recycling; waste management"
"IoT-Based Distributed Networked Control Systems Architecture",2018,"10.1109/ETFA.2018.8502500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057284235&doi=10.1109%2fETFA.2018.8502500&partnerID=40&md5=15f6ee8057a44ee6866690186f57cd00","Many technological areas have been affected by the appearance of the internet of Things (IoT). This phenomenon is happening because applications such as smart cities, smart grids, smart buildings, smart homes, industry, transportation, healthcare and surveillance are being adapted to a new paradigm for adaptability, modularity, heterogeneity, scalability, optimization and decentralization. In this sense, several IoT architectures are being proposed for the applications that are inserted in this new technological development, with the most recent approaches being based on the Software Defined Network (SDN). Therefore, to follow this technological development, there is a need to implement the applications of control systems in this new scenario, which imposes challenges to be overcome, such as nondeterministic networks, latency, jitter, bandwidth, packet loss and interoperability. The focus of this work is on how to combine Distributed Networked Control Systems (DNCS) and IoT to meet this new technological context. However, the first step to be taken is to define the topology of IoT-based Networked Control Systems (IoT-DNCS), then develop a suitable system architecture to make control systems via the Internet of Things possible. Therefore, this article aims to propose a problem formulation and a simple and general architecture for IoT-DNCS, specifying the function of each element of the system according to the topology of the problem, and the organization of them to implement the control loops between sensors, controllers and actuators. The architecture proposed in this paper serves as a starting point for studies on new strategies and structures for network and feedback control systems. © 2018 IEEE.","Architecture; Distributed Networked Control Systems; Internet of Things; Software Defined Network"
"Hybrid point cloud attribute compression using slice-based layered structure and block-based intra prediction",2018,"10.1145/3240508.3240696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058233097&doi=10.1145%2f3240508.3240696&partnerID=40&md5=488fcb6418202ce7aaadae294a05f862","Point cloud compression is a key enabler for the emerging applications of immersive visual communication, autonomous driving and smart cities, etc. In this paper, we propose a hybrid point cloud attribute compression scheme built on an original layered data structure. First, a slice partition scheme and a geometry-adaptive k-dimensional tree (k-d tree) method are devised to generate layer structures. Second, we introduce an efficient block-based intra prediction scheme containing to exploit spatial correlations among adjacent points. Third, an adaptive transform scheme based on Graph Fourier Transform (GFT) is Lagrangian optimized to achieve better transform efficiency. The Lagrange multiplier is off-line derived based on the statistics of attribute coding. Last but not least, multiple scan modes are dedicated to improve coding efficiency for entropy coding. Experimental results demonstrate that our method performs better than the state-of-the-art region-adaptive hierarchical transform (RAHT) system, and on average a 37.21% BD-rate gain is achieved. Comparing with the test model for category 1 (TMC1) anchors, which were recently published by MPEG-3DG group on 121st MPEG meeting, a 8.81% BD-rate gain is obtained. © 2018 Association for Computing Machinery.","Adaptive reordering scan; Block-based intra prediction; GFT; Lagrange multiplier; Layered structure"
"Guided retrieve through the K-Nearest neighbors method in adaptive learning system using the dynamic case based reasoning approach",2018,"10.1145/3286606.3286852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059894068&doi=10.1145%2f3286606.3286852&partnerID=40&md5=40e539ef19dccbd2ca931e416b3792e2","The goal of adaptive learning systems is to find ways to adapt learning. There are already adaptation techniques that relate to presentation, content and navigation, but they do not make it possible to dynamically create a personalized path and to carry out an individualized follow-up of each learner by reducing the risk of failure and abandonment. We propose architecture of an adaptive learning system based on Incremental Dynamic Case Based Reasoning to provide a personalized real-time learning according to the profile of each learner and the experiences of other learners and on the K-Nearest Neighbors method to facilitate the research and classification of learners with similar behaviors, as well as to predict future behaviors. © 2018 Association for Computing Machinery.","Adaptive learning system; Felder-Silverman Learning Style Model (FSLSM); Incremental Dynamic Case Based Reasoning (IDCBR); K-Nearest Neighbors method (KNN); Learning style; Personalized learning path; Supervised machine learning"
"Spatial relation expiration time to select multipoint relays in smart city environments",2018,"10.1145/3286606.3286829","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059884352&doi=10.1145%2f3286606.3286829&partnerID=40&md5=061c6da5dd438054e59828b195e9a9c5","As future Internet and to generate smart cities, all physical and virtual objects around us must be able of communicating and connecting with each other. Wireless communication in Smart cities network has a scalability, stability and reachability limitations in terms of manageable network aptitude due to the environments that these communications act through are unstable. Mobile Ad-hoc Networks (MANETs) introduced new opportunities for network aptitude and capability for smart cities and environments due to the easy implementation and to the fastest and the well-organized way to create communication. Conversely, the mobility of nodes during routing is still challenging in such mobile environments. To tolerate the instantaneous adaptation of the integration and the exploitation of MANETs in smart city environments, an original solution has been suggested. The solution is a new mechanism to determine stable connected multipoint relay based on the spatial relation expiration time. The author studies the Spatial Relation Expiration Time (SRET) in MANETs using the spatial dependency between the neighbors. Spatial Relation Expiration Time is used to predict the remaining time that this spatial relation is available. The objective is to decrease principal effects that lead to more delay, more lost packets and more disconnecting of the network due to the unpredictable environment for smart city networks. The proposal has been evaluated by NS3 simulator and confirmed good results. © 2018 Association for Computing Machinery.","Manets; Multipoint relay; Ns3 simulator; Smart cities; Spatial relation"
"Traffic lights control using wireless sensors networks",2018,"10.1145/3286606.3286791","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059900409&doi=10.1145%2f3286606.3286791&partnerID=40&md5=f11973373f8e9bb7a836b702c95e2b9c","Optimization of signal control at intersection by using real time traffic collected by wireless sensor network presents an important focus of research into intelligent transportation system. Several studies have proposed adaptive algorithm road traffic, which concentrates on determining green light length and sequence of the phases for each cycle in accordance with the real time traffic detected, and in order to minimize the waiting time at the intersection, these methods have chosen to give priority to the largest queue. In this paper we propose adaptive traffic light control method for an isolated intersection that considers a number of traffic factors such as traffic volume, waiting time, etc. In this method we give priority to the shortest queue and we show that this method gives an optimal waiting time. © 2018 Association for Computing Machinery.","Intelligent transportation system; Smart traffic; Traffic congestion; Traffic light control"
"Ontology-based approach for extracting user interests centers",2018,"10.1145/3286606.3286802","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059916735&doi=10.1145%2f3286606.3286802&partnerID=40&md5=daf01302ace02311a1af5cc04cb2de15","Since the creation of the web, the number of its numeric data is increasing exponentially, which lead to two major problems: cognitive overload and disorientation [1]. To respond to these problems, researchers have proposed adaptive information systems, which allow providing relevant results to the specific need of the user. Generally the selection of interesting documents to a user is done on the basis of his area of interest, inferred from the information about the user or his user profile. Thus the calculation of the interest center is one of the essential elements for a relevant research. In this paper we use a graphical representation of the user profile based on the structure of an ontology. Thus we were be able to use the power of mathematical calculations of graphs to deduce the user's interests center taking into account the semantic links between the graph’s concepts. © 2018 Association for Computing Machinery. All rights reserved.","Adaptive information systems; Conceptual graph; Ontology; Semantic web; Similarity measurement; User modeling; User profile"
"Generate a meta-model content for disciplinary information space of learning management system compatible with IMS-LD",2018,"10.1145/3286606.3286816","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059885827&doi=10.1145%2f3286606.3286816&partnerID=40&md5=73859502eb2c5c3399c7ddfa4e104334","The context of this work is that of designing an IMS-LD meta-model of the disciplinary information space of a Learning Management System (LMS). Our approach is to first think about the conditions for creating a real disciplinary information space for LMS between learners, and designing the IT environment that supports this space. In this paper, we try to adapt the IMS-LD model with a disciplinary information meta-model for LMS based on the traditional pedagogy and social constructivism. This adaptation will go through three stages. Firstly, the development of a disciplinary information meta-model of LMS. Secondly, the study of correspondence between the developed meta-model and IMS-LD model. Finally, their transformation to IMS-LD meta-model. © 2018 Association for Computing Machinery.","Disciplinary information space; LMS"
"Designing an IMS-LD model for disciplinary information space of learning management system",2018,"10.1145/3286606.3286817","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059889215&doi=10.1145%2f3286606.3286817&partnerID=40&md5=ab2a5c88d933bd58a2e5b27a7986ac4c","The context of this work is that of designing an IMS-LD model for disciplinary information space of Learning Management System (LMS). Our work is specifically in the field or seeking to promote, by means of information technology from a distance. Our approach is to first think about the conditions for creating a real disciplinary information space for LMS between learners, and designing the IT environment that supports this space. In this paper, we try to adapt the IMS-LD model with a disciplinary information model for LMS based on the traditional pedagogy and the social constructivism. This adaptation will go through three stages. Firstly, the development of an LMS model. Secondly, the study of correspondence between the developed model and IMS-LD model and their transformation to IMS-LD model. © 2018 Association for Computing Machinery.","Disciplinary information space; LMS"
"GPU and data stream learning approaches for online smartphone-based human activity recognition",2018,"10.1145/3286606.3286801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059911517&doi=10.1145%2f3286606.3286801&partnerID=40&md5=6705a20ed2d6f657008c66539781b275","The availability of diverse embedded sensors in modern smartphones has created exciting opportunities for developing context-aware services and applications, such as Human activity recognition (HAR) in healthcare and smart buildings. However, recognizing human activities using smartphones remains a challenging task and requires efficient data processing approaches due to the limited resources of the device. For example, the training process is usually performed offline (on the server or the cloud) but rarely online on the mobile device itself, because traditional batch learning usually needs a large dataset of many users. Therefore, building models using complex multiclass algorithms is generally very time-consuming. In this paper, we have experimented two approaches in order to accelerate the training time. In the first approach, we conducted batch-learning experiments using a GPU platform. Results showed that High Performance Extreme Learning Machine (HPELM) offers the best compromise accuracy/time. Moreover, it achieved better performance on two dynamic activities, outperforming SVM in our previous study. In the second approach, we conducted experiments using online stream learning. Unlike the first approach, experiments were performed using accelerometer data only. We also studied the effects of user/device dependency and feature engineering on the classification performance by comparing five constructed real data streams. Experimental results showed that Hoeffding Adaptive Tree has comparable © 2018 Copyright held by the owner/author(s).","GPU; Human activity recognition; Online data stream learning"
"Toward mobility parameter planning for 3GPP LTE in Rwanda",2018,"10.1145/3286606.3286790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059900305&doi=10.1145%2f3286606.3286790&partnerID=40&md5=fc5b80eeeaab0ce48a25c411e23bbafa","Rwandan operators are switching 3G to 3.9 G/4G. However, there is some overlapping between 3G and Long Term Evolution (LTE). Further, mixed 2G, 3G and LTE network remain in place due to the high cost. So it is needed to measure the four basic radio resource management (RRM) in LTE system in order to ensure the desired quality of services. This survey presented a practical measurement results recorded from a live network of Rwanda using drive testing; with the aim to evaluate the performance of Rwandan mobile network and evaluate the effect of mobility parameter on network throughput. The analysis was based on the three key performance indicators in mobile parameter as Reference Signal Received Power (RSRP), Reference Signal Received Quality (RSRQ) and Received Signal Strength Indicator (RSSI). A measurement of channel quality represented by Signal to interference plus noise ratio (SINR) is used for measuring link adaptation. The collected data from the drive test will be the input for the study of the performance of the network and further the identified gap will be discussed in the future work.. © 2018 Association for Computing Machinery.","Drive Test; RSRP; RSRQ"
"Adaptive traffic signal optimization considering emergency vehicle preemption and tram priority using PVS algorithm",2018,"10.1145/3286606.3286853","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059903859&doi=10.1145%2f3286606.3286853&partnerID=40&md5=0f89c40bb2e34acf4033543c043ed1ea","The tram has been known as a modern, environmentally friendly, quick and safe means of transportation; hence, giving the signal priority for trams on arterial streets at signalized intersections is crucial to improve tram service efficiency. However, tram priority can impact the movement of emergency vehicles (ambulances, police cars, fire engines, etc) which required quick response to save lives and properties. Therefore, to organize the traffic road, it is necessary to make the urban road network more efficient by considering both tram and emergency vehicles priority. In this paper we propose a new approach, a system that can adapt efficiently with a priority signal control. Thereof, we have used Transit Signal Priority (TSP) techniques to adjust signal phasing in order to serve emergency vehicles and manage the tram priority in a coordinated tram intersection. The system used in this study provides acyclic signal operation based on a real time control approach including: - An optimization process using passing vehicle search algorithm (PVS) to control the flow through the network. - A database to manage the sensor data from detectors for real time predictions of emergency vehicle and tram arrival time. - A traffic road simulation module to evaluate best timing plans at the intersection. © 2018 Association for Computing Machinery.","Coordinated tram intersection; Emergency vehicle preemption; Optimization; Passing Vehicle Search algorithm; Traffic road simulation; Tram priority; Transit Signal Priority techniques"
"Ubittention 2018: 3rd international workshop on smart & ambient notification and attention management",2018,"10.1145/3267305.3274143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058347218&doi=10.1145%2f3267305.3274143&partnerID=40&md5=89f37a5469a5353ac64ca07c55453a22","In the advancing ubiquitous computing, users are increasingly confronted with a tremendous amount of information proactively provided via notifications from versatile applications and services, through multiple devices and screens in their environment. The human's attention is becoming a new significant bottleneck. Further, the latest computing trends with emerging new devices including versatile IoT devices, and contexts, such as smart cities and vehicles, are even accelerating this situation. In such situations, “attention management”, including attention representation, sensing, prediction, analysis, and adaptive behavior in the computer systems, are needed in our computing system. Following last years' successful UbiTtention 2016 and UbiTtention 2017 workshops with up to 50 participants, the UbiTtention 2018 workshop brings together researchers and practitioners from academy and industry to explore the management of human attention and notifications with versatile devices and smart situations to overcome information overload and overchoice. © 2018 Copyright held by the owner/author(s). Publication rights licensed to ACM.","Ambient Interfaces; Attention Management; Internet of Things; Notifications; Smart Cities"
"Adaptation of the DDS Security Standard for Resource-Constrained Sensor Networks",2018,"10.1109/SIES.2018.8442103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053437049&doi=10.1109%2fSIES.2018.8442103&partnerID=40&md5=58142d71ba708991731da181ee28f9d4","Smart Home, Smart City and Smart Manufacturing are different application domains of the internet of things (IoT). To a certain degree they share the same architecture, technologies and protocols, and therefore, are facing the same challenges: guaranteeing security and privacy in hostile environments, dependability and especially availability at minimal cost based on limited resources. The threats are manifold, esp. wireless communication can be intercepted, messages can be modified, replayed or injected, nodes or parts of the network can be compromised. A Denial-of-Service (DoS) attack cannot only target the availability of the whole system but also be intended to exhaust the battery live of devices [1]. To counteract these threats in traditional IT systems and networks, established security methods are used based on symmetric and asymmetric cryptography and hashing. © 2018 IEEE.",
"Get in Line: Ongoing Co-presence Verification of a Vehicle Formation Based on Driving Trajectories",2018,"10.1109/EuroSP.2018.00022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050731288&doi=10.1109%2fEuroSP.2018.00022&partnerID=40&md5=2ebc921bba1ee710607924b3455ee6bb","Intelligent transportation systems and the advent of smart cities have created a renewed research interest in vehicular networks (VANET). These ad-hoc networks are the key technology for new collaborative approaches to increase the efficiency and safety of our roads. In effect, city-scale field trials are being conducted by major high-tech companies to explore the capabilities and limitations of vehicle-to-infrastructure and vehicle-to-vehicle communication. Initial advances have led to safety enhancing applications like the electronic emergency brake light, cooperative collision avoidance and cooperative adaptive cruise control. In IEEE standard 1609.2, security measures to guarantee the integrity and authenticity of VANET messages are specified. However, physical properties like spatial proximity and driving direction are not considered. These become notably important when vehicles make decisions that concern the safety of users for example to avoid a collision. We propose a novel approach to verify the ongoing copresence of two vehicles. Our method is based on the observation that the trajectory through a road network can be used to uniquely define a vehicle's location as well as its driving direction. Our system provides a protocol to authenticate VANET messages for a group of vehicles driving in succession and to de-authenticate vehicles that have left the formation. To demonstrate the feasibility of trajectories as proof for co-presence, we implemented a smartphone application and conducted driving experiments under real-world conditions. We analyze the road network of several major cities from different continents to show the generalizability of our approach. Additionally, we systematically evaluate the security properties of our system by performing city-scale simulations under realistic conditions. © 2018 IEEE.","co-presence verification; platooning; road train; VANET"
"Contact Strategy for VDTN Data Collection in Smart Cities",2018,"10.1109/ICSGTEIS.2018.8709131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065989743&doi=10.1109%2fICSGTEIS.2018.8709131&partnerID=40&md5=a9072597fb510bc6b3d33838cf429f7f","The number of connected devices will increase exponentially in the coming years, emitting a massive amount of data to the networks. A vehicle-based data collection architecture for smart cities will enable the offloading of some data for delay-tolerant applications. However, our previous work showed the diversity in data pick-up pattern by vehicles based on location in the city. Build on those findings this paper introduces a preliminary study on a contact strategy for wireless sensors data collection utilizing Vehicular Delay Tolerant Networks (VDTN) in smart cities. The strategy formulates relation between mutual communications range, vehicle's speed, and periodic discovery time by the sensor. We then propose sensor's buffer occupancy value as a measure for the adaptation of its communications discovery period, with the purpose of reducing energy consumption. © 2018 IEEE.","Contact Strategy; Data Collection; DC4LED; Hierarchical VDTN Routing; Smart Cities"
"Where to park? predicting free parking spots in unmonitored city areas",2018,"10.1145/3227609.3227648","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053484510&doi=10.1145%2f3227609.3227648&partnerID=40&md5=f6808df616cf79b38550a238b629c64c","Several smart cities around the world have begun monitoring parking areas in order to estimate free spots and help drivers that are looking for parking. The current results are indeed promising, however, this approach is limited by the high costs of sensors that need to be installed throughout the city in order to achieve an accurate estimation rate. This work investigates the extension of estimating parking information from areas equipped with sensors to areas that are missing them. To this end, similarity values between city neighborhoods are computed based on background data, i.e., from geographic information systems. Using the derived similarity values, we analyze the adaptation of occupancy rates from monitored-to unmonitored parking areas. © 2018 Copyright held by the owner/author(s).","Data mining; Machine learning; Semantic annotation; Smart parking"
"A real time power update scheme for the smart grid using TVWS",2018,"10.1145/3214701.3214705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050402331&doi=10.1145%2f3214701.3214705&partnerID=40&md5=48af8a33d701c762b71cf1df75ccd3df","The U.S. electrical power grid is going through a major transformation from the traditional centralized, failure prone system to an intelligent, resilient, and less-centralized grid that facilitates two-way flow of energy and information. The smart grid is conceived to have the ability to adopt technologies covering the areas of sensing, wireless connectivity, pervasive computing and adaptive control to significantly improve the efficiency. Tremendous amount of data is being used by different utilities today in the U.S. This led us to explore new spectrum bands and better spectrum management beyond what is available today. In this paper, we analyze various schemes that use the IEEE 802.11af TV white space (TVWS) spectrum to employ power saving channel access mechanism. We also propose a smart real-time power update algorithm with minimal power overhead using the TVWS. Next, we implement a MAC layer scheduling algorithm for wireless Community Area Network (CAN) system to reduce collision rate and transmission delay of smart meters to a utility base station in a neighborhood. Through detailed simulations, we show that the proposed scheme offers intelligent real-time power updates to power facilities with minimal power overhead. © 2018 Association for Computing Machinery.",
"Adaptive predistortion technique for nonlinear LED with dimming control in VLC system",2018,"10.1109/ANTS.2017.8384165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049967732&doi=10.1109%2fANTS.2017.8384165&partnerID=40&md5=c276124125ced776152f0b57901b2647","Smart city planners pay more attention towards visible light communication (VLC) system to achieve seamless high speed connectivity. A light emitting diode (LED) acts as a transmitter in VLC system. However, the nonlinear characteristics and dimming nature of LED limits the performance of the VLC system by degrading the quality of transmitted signal. In this paper, we propose an adaptive-learning-architecture (ALA) based predistortion technique to estimate and compensate for LED nonlinearities as well as increase the spectral efficiency of a VLC system. A DC-biased optical orthogonal frequency division multiplexing (DCO-OFDM) signal is considered. The performance with and without predistorter is analysed assuming optical line-of-sight (LOS) channel. It is shown that degradation due to LED nonlinearity can be compensated by using ALA-based predistortion, and the overall Predistorter-LED system is able to approach near-linear performance. Further, we investigate the impact of dimming on the performance of nonlinear LED in VLC system. Simulation results based on symbol error rate (SER), amplitude distortion (AM/AM) curves and constellation plots validate the performance of our proposed technique. © 2017 IEEE.","Adaptive learning architecture; DCO-OFDM; Dimming control; LED nonlinearity; VLC system"
"Adaptive reliable multicast in 802.11 networks",2018,"10.1109/WCNC.2018.8377288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049219001&doi=10.1109%2fWCNC.2018.8377288&partnerID=40&md5=0c44fc615d4704504ef09f1e6ae5b64a","Ubiquitous connectivity in smart city and smart home scenarios gives rise to new uses cases for local distribution of data to multiple devices. In wireless local area networks, the common mode of data transport even for such scenarios is unicast, despite the broadcast nature of wireless medium. This is mainly due to lack of efficient mechanisms for high-throughput reliable multicast transmissions. In this paper we present an adaptive multicast rate control mechanism for IEEE 802.11 wireless networks, which can effectively improve the performance of multicast transfers while tolerating an adjustable level of packet loss at the MAC layer. Then we adapt and employ NORM as the transport layer protocol to complement the proposed multicast transmission rate control, as a proof of concept for cross-layer flexible handling of rate control and reliability. We compare the performance of this multicast approach to the common practice of TCP-based unicast data distribution as well as to the NORM-based multicast distribution at the basic transmission rate. The proposed approach is shown to scale well and improve data distribution performance for any given network topology and multicast receiver group size. © 2018 IEEE.","NORM; Reliable multicast; Transmission rate control; Wireless networks"
"A smart city adaptive lighting system",2018,"10.1109/FMEC.2018.8364076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048862569&doi=10.1109%2fFMEC.2018.8364076&partnerID=40&md5=acbf82c31cc1b52793bd009aaa3f8bf0","This paper presents an urban smart lighting system capable to autonomously control the street lamp lighting level by exploiting data related to vehicles (bus, car, motorcycle and bike) and/or pedestrians traffic in a specific area. The system is able to set the lighting level on the basis of required needs and allows one to reduce energy costs. To this end, it makes use of local controllers, motion sensors, video-camera and electronic devices for video processing. In this way the inputs coming from the sensors is processed in order to optimally dim the lighting by applying an 1-10 V control input voltage to the fixture or driver. The control can be performed either on a decentralized fashion on each single street lamp or on a group of them. Experimental results show that with respect to a traditional street lamp system, the presented architecture allows energy saving up to 65%. © 2018 IEEE.","energy saving; power line communication; smart cities; Smart lighting; video processing; Zigbee communication"
"A hybrid-based 3D streaming framework for mobile devices over IoT environments",2018,"10.1109/FMEC.2018.8364067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048875934&doi=10.1109%2fFMEC.2018.8364067&partnerID=40&md5=869566de6f4148ebe43428f56815fb97","Today, we are witnessing the evolution of the Internet of Things (IoT), where trillions of objects are interconnected and starting to re-define the design of the Internet and its services. In fact, IoT plays a prominent role in the realization of the smart city paradigm. One of the highly demanded services in a smart city infrastructure is to enable Networked Virtual Environment (NVE) class of applications, like collaborative Augmented Reality (AR), virtual walkthroughs, and Massively Multiplayer Online games (MMOGs), on mobile things. Perversely, pre-downloading and rendering a complex 3D graphics is very computationally intensive and neither commensurate with the current mobiles hardware specifications and their dynamic mobility natures nor with the available wireless bandwidth. In addition, most IoT environments are generally deployed via a service-centric architecture which obviously suffers from a single point of failure, service latency, and scalability issues between IoT gateways and mobile devices. In order to address these problems, a framework that combines the pros of both central and distributed based schemes has been proposed. The proposed hybrid framework, referred to as STREAMIT, facilitates the 3D texture streaming over thin devices to cope with the mobile hardware resources and alleviate the challenges of client-server and ad-hoc 3D streaming. In addition, STREAMIT implements adaptive strategies to select, prioritize, and convey 3D texture graphical objects that only contribute to the user's visible scene. STREAMIT has been evaluated using NS3 discrete network simulator where extensive experiments have confirmed big achievements in terms of resource utilization, latency, throughput, and overhead. © 2018 IEEE.","3D streaming; Internet of things; Mobile devices; Networked Virtual Environment; Smart city"
"Adaptive Recovery of Incomplete Datasets for Edge Analytics",2018,"10.1109/CFEC.2018.8358726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048134678&doi=10.1109%2fCFEC.2018.8358726&partnerID=40&md5=99f21b474c2810ff99e90ae8257c6112","The Internet of Things (IoT) has attracted significant attention from both academia and industry, thanks to applications such as smart cities, smart buildings and intelligent traffic management. These systems rely on data, collected from IoT devices, that are sent to the cloud for analytics. Data are either used for near real-time decisions or stored for long-term analysis. However, in highly distributed IoT systems, missing or invalid data may appear because of different reasons including sensor failures, monitoring system failures and network failures. Analyzing incomplete datasets can lead to inaccurate results and imprecise decisions, with negative effects on the target systems. Also, due to the increasing size of such systems and the consequently increasing amount of data generated from sensors, recovery of incomplete datasets for analytics on the cloud is often infeasible, due to the limited bandwidth available and the strict latency constraints of IoT applications. We propose a novel semi-automatic recursive mechanism for recovery of incomplete datasets on the edge that is closer to the source of data. This mechanism enables efficient recovery of incomplete datasets employing different forecasting techniques for multiple gaps, based on user specifications. We evaluate our approach on datasets coming from the context of smart buildings and smart homes. The experimental results show that our approach is able to identify multiple gaps, then recover incomplete datasets, decreasing forecasting error by up to 82.68%, and reducing running time by up to 52.38%. © 2018 IEEE.","Data recovery; Edge Computing; Forecasting techniques; Incomplete data; Internet of Things; Time series"
"A decision approach for energy distribution management in smart cities",2018,"10.1145/3167132.3167310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050554330&doi=10.1145%2f3167132.3167310&partnerID=40&md5=f8a86f9a77cdc1e19a0957ae8e0c9b24","System of Systems (SoS) is a new class of complex systems that has arisen in the last few years. A SoS consists on the integration of operationally independent systems together to achieve a common mission. Smart Cities are one of the major application cases of SoS. Smart Cities raise significant challenges since a tradeoff between energy efficiency and users' comfort must be ensured. This work proposes a decision approach for energy distribution adaptation in the Smart City that aims to increase the satisfaction of the users based on the classification of their energy demands according to their criticality degrees. An illustration example and an application scenario are presented to demonstrate the validity of the proposed approach. © 2018 ACM.","Decision; Demands criticality; Energy distribution; Smart cities; System of systems (SoS)"
