Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Smart City Participation: Dream or Reality? A Comparison of Participatory Strategies from Hamburg, Berlin & Enschede","Digital Nations – Smart Cities, Innovation, and Sustainability","","","","10.1007/978-3-319-68557-1_12","Ton A. M. SpilRobin EffingJaron Kwast","2017","http://link.springer.com/chapter/10.1007/978-3-319-68557-1_12","Chapter"
"Small Effort to Build Pune as a Smart City: Smart Real-Time Road Condition Detection and Efficient Management System","Smart Computing and Informatics","","","","10.1007/978-981-10-5547-8_63","Suresh LimkarOmkar RajmaneAishwarya BhosaleVidya Rane","2018","http://link.springer.com/chapter/10.1007/978-981-10-5547-8_63","Chapter"
"An Intelligent Highway Traffic Management System for Smart City","Intelligent Computing","","","","10.1007/978-3-030-22871-2_1","Prasanta MandalPunyasha ChatterjeeArpita Debnath","2019","http://link.springer.com/chapter/10.1007/978-3-030-22871-2_1","Chapter"
"A Contactless, Energy-Neutral Power Meter for Smart City Applications","Applications in Electronics Pervading Industry, Environment and Society","","","","10.1007/978-3-319-55071-8_23","Clemente VillaniSimone BenattiDavide BrunelliLuca Benini","2018","http://link.springer.com/chapter/10.1007/978-3-319-55071-8_23","Chapter"
"Policy Recommendations Supporting Smart City Strategies: Towards a New Methodological Tool","Smart Cities","","","","10.1007/978-3-319-59513-9_10","Nils WalravensPieter Ballon","2017","http://link.springer.com/chapter/10.1007/978-3-319-59513-9_10","Chapter"
"Data Visualization in Mobile Applications: Investigating a Smart City App","Human-Computer Interaction. Interaction Platforms and Techniques","","","","10.1007/978-3-319-39516-6_27","Andrei GarciaCristina CamachoMarina BellenzierMarina PasqualiTiago WeberMilene S. Silveira","2016","http://link.springer.com/chapter/10.1007/978-3-319-39516-6_27","Chapter"
"Bratislava Towards Achieving the Concept of Smart City: Inspirations from Smart City Vienna","Smart City 360°","","","","10.1007/978-3-319-33681-7_72","Andrej AdamuscinJulius GolejMiroslav Panik","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_72","Chapter"
"Meaningful Interactions in a Smart City","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_57","Peter van WaartIngrid Mulder","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_57","Chapter"
"A Holistic, Interdisciplinary Decision Support System for Sustainable Smart City Design","Smart Cities","","","","10.1007/978-3-319-39595-1_1","Johannes M. SchleicherMichael VöglerChristian InzingerSara FritzManuel ZieglerThomas KaufmannDominik BotheJulia ForsterSchahram Dustdar","2016","http://link.springer.com/chapter/10.1007/978-3-319-39595-1_1","Chapter"
"People with Disabilities’ Needs in Urban Spaces as Challenges Towards a More Inclusive Smart City","Information Technology and Systems","","","","10.1007/978-3-030-40690-5_28","João Soares de Oliveira NetoSergio Takeo KofujiYolaine Bourda","2020","http://link.springer.com/chapter/10.1007/978-3-030-40690-5_28","Chapter"
"A Mashup-Based Application for the Smart City Problematic","Human-Computer Interaction: Interaction Technologies","","","","10.1007/978-3-319-20916-6_63","Abdelghani AtroucheDjilali IdoughiBertrand David","2015","http://link.springer.com/chapter/10.1007/978-3-319-20916-6_63","Chapter"
"Investigating the Use of a Mobile Crowdsourcing Application for Public Engagement in a Smart City","Digital Libraries: Knowledge, Information, and Data in an Open Access Society","","","","10.1007/978-3-319-49304-6_13","Chei Sian LeeVishwaraj AnandFeng HanXiaoyu KongDion Hoe-Lian Goh","2016","http://link.springer.com/chapter/10.1007/978-3-319-49304-6_13","Chapter"
"Augmented Reality Lenses for Smart City Data: The Case of Building Permits","Recent Advances in Information Systems and Technologies","","","","10.1007/978-3-319-56535-4_53","Silviu VertRadu Vasiu","2017","http://link.springer.com/chapter/10.1007/978-3-319-56535-4_53","Chapter"
"Relationship Between Smart City Drivers and Socially Cohesive Societies","Innovations in Smart Cities and Applications","","","","10.1007/978-3-319-74500-8_42","Ayodeji E. OkeClinton O. AigbavboaTaniele K. Cane","2018","http://link.springer.com/chapter/10.1007/978-3-319-74500-8_42","Chapter"
"Assessment of Ahmedabad (India) and Shanghai (China) on Smart City Parameters Applying the Boyd Cohen Smart City Wheel","Proceedings of the 20th International Symposium on Advancement of Construction Management and Real Estate","","","","10.1007/978-981-10-0855-9_10","Mona N. ShahShekhar NagargojeChiranjay Shah","2017","http://link.springer.com/chapter/10.1007/978-981-10-0855-9_10","Chapter"
"When Inclusion Means Smart City: Urban Planning Against Poverty","Proceedings of the Future Technologies Conference (FTC) 2019","","","","10.1007/978-3-030-32520-6_23","Jean-Claude Bolay","2020","http://link.springer.com/chapter/10.1007/978-3-030-32520-6_23","Chapter"
"From Noise to Knowledge: Smart City-Responses to Disruption","Improving Disaster Resilience and Mitigation - IT Means and Tools","","","","10.1007/978-94-017-9136-6_6","Jörg Rainer NoennigPeter Schmiedgen","2014","http://link.springer.com/chapter/10.1007/978-94-017-9136-6_6","Chapter"
"Risk Factors in Smart City Development in Russia: A Survey","Electronic Governance and Open Society: Challenges in Eurasia","","","","10.1007/978-3-030-13283-5_3","Lyudmila VidiasovaFelippe CronembergerEvgenii Vidiasov","2019","http://link.springer.com/chapter/10.1007/978-3-030-13283-5_3","Chapter"
"Population Burst Trajectory Retrieval in Smart City","Advances in Automation and Robotics, Vol. 2","","","","10.1007/978-3-642-25646-2_53","Wei ZhangXiaojian WangSiyuan LiuCe LiuYanping Liu","2012","http://link.springer.com/chapter/10.1007/978-3-642-25646-2_53","Chapter"
"Exploring Smart City Vision by University, Industry and Government","Blurring the Boundaries Through Digital Innovation","","","","10.1007/978-3-319-38974-5_20","Annalisa CocchiaRenata Paola Dameri","2016","http://link.springer.com/chapter/10.1007/978-3-319-38974-5_20","Chapter"
"Smart City: Energy Efficiency in a New Scope","Resilient Cities 2","","","","10.1007/978-94-007-4223-9_13","Christoph Rat-FischerFlorian RappPhilipp MeidlNorbert Lewald","2012","http://link.springer.com/chapter/10.1007/978-94-007-4223-9_13","Chapter"
"On-Street Car Parking Prediction in Smart City: A Multi-source Data Analysis in Sensor-Cloud Environment","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-319-72395-2_58","Walaa AlajaliSheng WenWanlei Zhou","2017","http://link.springer.com/chapter/10.1007/978-3-319-72395-2_58","Chapter"
"Machine Learning-Based Intrusion Detection System for Smart City","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-13-9341-9_70","Jung Hyun RyuJong Hyuk Park","2020","http://link.springer.com/chapter/10.1007/978-981-13-9341-9_70","Chapter"
"Construction of an Evaluation Tool for the Use of the Smart City by Music Professionals and Music Teaching","Europe and MENA Cooperation Advances in Information and Communication Technologies","","","","10.1007/978-3-319-46568-5_22","Soraya Mohamed MohamedLaila Mohamed MohandMaría del Carmen Olmos Gomez","2017","http://link.springer.com/chapter/10.1007/978-3-319-46568-5_22","Chapter"
"Application of Bayesian Belief Networks for Smart City Fire Risk Assessment Using History Statistics and Sensor Data","Data Science","","","","10.1007/978-981-15-2810-1_1","Jinlu SunHongqiang FangJiansheng WuTing SunXingchuan Liu","2020","http://link.springer.com/chapter/10.1007/978-981-15-2810-1_1","Chapter"
"Luminaire Aware Centralized Outdoor Illumination Role Assignment Scheme: A Smart City Perspective","Advances in Big Data and Cloud Computing","","","","10.1007/978-981-13-1882-5_38","Titus IssacSalaja SilasElijah Blessing Rajsingh","2019","http://link.springer.com/chapter/10.1007/978-981-13-1882-5_38","Chapter"
"An Optimization Technique of Spatial Reuse for Communication in Smart City Environment","Quality, Reliability, Security and Robustness in Heterogeneous Networks","","","","10.1007/978-3-319-60717-7_38","Cong RanQing-guo XiongWen-xiang LiXia Wei","2017","http://link.springer.com/chapter/10.1007/978-3-319-60717-7_38","Chapter"
"Smart City Governance and Children’s Rights: Perspectives and Findings from Literature on Natural Elements Influencing Children’s Activities Within Public Spaces","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24311-1_11","Chiara GarauAlfonso AnnunziataDavid Vale","2019","http://link.springer.com/chapter/10.1007/978-3-030-24311-1_11","Chapter"
"The Youth of Today Designing the Smart City of Tomorrow","Human-Computer Interaction. Applications and Services","","","","10.1007/978-3-319-07227-2_37","Simon HimmelBarbara S. ZaunbrecherWiktoria WilkowskaMartina Ziefle","2014","http://link.springer.com/chapter/10.1007/978-3-319-07227-2_37","Chapter"
"A LoRaWAN Coverage Testbed and a Multi-optional Communication Architecture for Smart City Feasibility in Developing Countries","e-Infrastructure and e-Services for Developing Countries","","","","10.1007/978-3-030-41593-8_6","Pape Abdoulaye BarroMarco ZennaroJules Degila","2020","http://link.springer.com/chapter/10.1007/978-3-030-41593-8_6","Chapter"
"Semantic Model to Perform Pluggability of Heterogeneous Smart Devices into Smart City Environment","Service Orientation in Holonic and Multi-Agent Manufacturing","","","","10.1007/978-3-319-51100-9_29","Andre Dionisio RochaPedro FernandesCatiele LimaJose Barata Oliveira","2017","http://link.springer.com/chapter/10.1007/978-3-319-51100-9_29","Chapter"
"Citizens’ Understanding of Smart City Development: The Case of St. Petersburg, Russia","Electronic Governance and Open Society: Challenges in Eurasia","","","","10.1007/978-3-030-39296-3_4","Lyudmila VidiasovaFelippe CronembergerNatalia OsipovaElena Bershadskaya","2020","http://link.springer.com/chapter/10.1007/978-3-030-39296-3_4","Chapter"
"Inclusive Smart City: An Exploratory Study","Universal Access in Human-Computer Interaction. Interaction Techniques and Environments","","","","10.1007/978-3-319-40244-4_44","João Soares de Oliveira NetoSergio Takeo Kofuji","2016","http://link.springer.com/chapter/10.1007/978-3-319-40244-4_44","Chapter"
"How Smart is the Smart City? Assessing the Impact of ICT on Cities","Agent Based Modelling of Urban Systems","","","","10.1007/978-3-319-51957-9_11","Michal Gath-MoradDavide SchaumannEinat ZingerPnina O. PlautYehuda E. Kalay","2017","http://link.springer.com/chapter/10.1007/978-3-319-51957-9_11","Chapter"
"Evaluation of Smart City Developmental Level Based on Principal Component Analysis and GA-BP Neural Network","Frontier Computing","","","","10.1007/978-981-10-3187-8_35","Chao ShiMengqiao HanYanbing Ju","2018","http://link.springer.com/chapter/10.1007/978-981-10-3187-8_35","Chapter"
"Redefining and Exploring the Smart City Concept in Indian Perspective: Case Study of Varanasi","From Poverty, Inequality to Smart City","","","","10.1007/978-981-10-2141-1_7","Sunny BansalVidhu PandeyJoy Sen","2017","http://link.springer.com/chapter/10.1007/978-981-10-2141-1_7","Chapter"
"Applications and Interface Requirements to Engage the Citizens to Share Information in a Smart City Project","Advances in Ergonomics in Design","","","","10.1007/978-3-319-60582-1_71","Francisco RebeloPaulo NoriegaTiago OliveiraDaniela SantosJosé CarvalhaisTeresa Cotrim","2018","http://link.springer.com/chapter/10.1007/978-3-319-60582-1_71","Chapter"
"Lifecycle Management in the Smart City Context: Smart Parking Use-Case","Product Lifecycle Management for Digital Transformation of Industries","","","","10.1007/978-3-319-54660-5_56","Ahmed HefnawyTaha ElhaririAbdelaziz BourasChantal CherifiJeremy RobertSylvain KublerKary Frӓmling","2016","http://link.springer.com/chapter/10.1007/978-3-319-54660-5_56","Chapter"
"CityBench: A Configurable Benchmark to Evaluate RSP Engines Using Smart City Datasets","The Semantic Web - ISWC 2015","","","","10.1007/978-3-319-25010-6_25","Muhammad Intizar AliFeng GaoAlessandra Mileo","2015","http://link.springer.com/chapter/10.1007/978-3-319-25010-6_25","Chapter"
"Integrating Online Data for Smart City Data Marts","Data Analytics","","","","10.1007/978-3-319-60795-5_3","Michael ScrineyMartin F. O’ConnorMark Roantree","2017","http://link.springer.com/chapter/10.1007/978-3-319-60795-5_3","Chapter"
"Smart City Governance in the Geo-resources Planning Paradigm in the Metropolitan City of Cagliari (Italy)","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62398-6_26","Ginevra BallettoChiara Garau","2017","http://link.springer.com/chapter/10.1007/978-3-319-62398-6_26","Chapter"
"Interaction of the IoT Traffic Generated by a Smart City Segment with SDN Core Network","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-61382-6_10","Artem VolkovAbdukodir KhakimovAmmar MuthannaRuslan KirichekAndrei VladykoAndrey Koucheryavy","2017","http://link.springer.com/chapter/10.1007/978-3-319-61382-6_10","Chapter"
"MUS.AQ: A Digital Museum of L’Aquila for the Smart City INCIPICT Project","New Activities For Cultural Heritage","","","","10.1007/978-3-319-67026-3_22","Stefano BrusaporciMario CentofantiPamela Maiezza","2017","http://link.springer.com/chapter/10.1007/978-3-319-67026-3_22","Chapter"
"GIS-Based Commute Analysis Using Smart Card Data: A Case Study of Multi-Mode Public Transport for Smart City","Geo-Informatics in Resource Management and Sustainable Ecosystem","","","","10.1007/978-3-662-49155-3_8","Yuyang ZhouLin YaoYu JiangYanyan ChenYi Gong","2016","http://link.springer.com/chapter/10.1007/978-3-662-49155-3_8","Chapter"
"Distributed Computation of Mobility Patterns in a Smart City Environment","Euro-Par 2018: Parallel Processing Workshops","","","","10.1007/978-3-030-10549-5_44","Eugenio CesarioFranco CicirelliCarlo Mastroianni","2019","http://link.springer.com/chapter/10.1007/978-3-030-10549-5_44","Chapter"
"Scheduler for Automatic Management of Maintenance Jobs in Large-Size Systems: A Case Study Applied to Smart City","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_6","Rafael J. Valdivieso-SarabiaOscar Marín-AlonsoFernando G. Guerrero-GómezFrancisco J. Ferrández-PastorJerónimo Mora-PascualJuan M. García-Chamizo","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_6","Chapter"
"A Smart City Case Study: Dynamic Management of Road Lanes","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_58","Chen WangBertrand DavidRené Chalon","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_58","Chapter"
"Smart City Concepts: Chances and Risks of Energy Efficient Urban Development","Smart Cities, Green Technologies, and Intelligent Transport Systems","","","","10.1007/978-3-319-27753-0_1","Rudolf Giffinger","2015","http://link.springer.com/chapter/10.1007/978-3-319-27753-0_1","Chapter"
"Understanding Kid-Friendly Urban Space for a More Inclusive Smart City: The Case Study of Cagliari (Italy)","Computational Science and Its Applications – ICCSA 2018","","","","10.1007/978-3-319-95168-3_40","Alfonso AnnunziataChiara Garau","2018","http://link.springer.com/chapter/10.1007/978-3-319-95168-3_40","Chapter"
"Connecting Citizens: Designing for Data Collection and Dissemination in the Smart City","Internet Science","","","","10.1007/978-3-319-70284-1_10","Donald McMillan","2017","http://link.springer.com/chapter/10.1007/978-3-319-70284-1_10","Chapter"
"From SMART Cities to SMART City-Regions: Reflections and Proposals","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62398-6_20","Ilaria GrecoAngela Cresta","2017","http://link.springer.com/chapter/10.1007/978-3-319-62398-6_20","Chapter"
"A Value-Oriented Approach in Smart City Projects Selection and Ranking","Digital Transformation and Global Society","","","","10.1007/978-3-319-69784-0_26","Sergey A. MityaginSergey I. DrojjinOlga B. Tikhonova","2017","http://link.springer.com/chapter/10.1007/978-3-319-69784-0_26","Chapter"
"Smart City: A GECAD-BISITE Energy Management Case Study","Trends in Cyber-Physical Multi-Agent Systems. The PAAMS Collection - 15th International Conference, PAAMS 2017","","","","10.1007/978-3-319-61578-3_9","Bruno CanizesTiago PintoJoão SoaresZita ValePablo ChamosoDaniel Santos","2018","http://link.springer.com/chapter/10.1007/978-3-319-61578-3_9","Chapter"
"Smart Mobility in Smart City","Empowering Organizations","","","","10.1007/978-3-319-23784-8_2","Clara BenevoloRenata Paola DameriBeatrice D’Auria","2016","http://link.springer.com/chapter/10.1007/978-3-319-23784-8_2","Chapter"
"The Smart City Agenda and the Citizens: Perceptions from the St. Petersburg Experience","Digital Transformation and Global Society","","","","10.1007/978-3-030-02843-5_19","Lyudmila VidiasovaFelippe CronembergerIaroslava Tensina","2018","http://link.springer.com/chapter/10.1007/978-3-030-02843-5_19","Chapter"
"A Hybrid Machine Learning Based Low Cost Approach for Real Time Vehicle Position Estimation in a Smart City","Advances in Ubiquitous Networking 2","","","","10.1007/978-981-10-1627-1_44","Ikram BelhajemYann Ben MaissaAhmed Tamtaoui","2017","http://link.springer.com/chapter/10.1007/978-981-10-1627-1_44","Chapter"
"Smart City Environmental Perception from Ambient Cellular Signals","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-65482-9_55","Isha SinghStephan Sigg","2017","http://link.springer.com/chapter/10.1007/978-3-319-65482-9_55","Chapter"
"Internet of Things (IoT) and Deep Neural Network-Based Intelligent and Conceptual Model for Smart City","Frontiers in Intelligent Computing: Theory and Applications","","","","10.1007/978-981-32-9186-7_30","Kalpna GautamVikram PuriJolanda G. TrompNhu Gia NguyenChung Van Le","2020","http://link.springer.com/chapter/10.1007/978-981-32-9186-7_30","Chapter"
"Smart Grid for Smart City Activities in the California City of Riverside","Smart City 360°","","","","10.1007/978-3-319-33681-7_26","Hamed Mohsenian-RadEd Cortez","2016","http://link.springer.com/chapter/10.1007/978-3-319-33681-7_26","Chapter"
"Between a Smart City and Smart Society","Intelligent Human Systems Integration","","","","10.1007/978-3-319-73888-8_110","Gianmarco CifaldiIonut Serban","2018","http://link.springer.com/chapter/10.1007/978-3-319-73888-8_110","Chapter"
"Data Science Supporting Smart City Management: A Predictive Analysis Perspective","Proceedings of the 4th Brazilian Technology Symposium (BTSym'18)","","","","10.1007/978-3-030-16053-1_41","Giovanni Moura de HolandaCristina Y. K. Obata AdorniJorge Moreira de Souza","2019","http://link.springer.com/chapter/10.1007/978-3-030-16053-1_41","Chapter"
"Towards Smart City Energy Analytics: Identification of Consumption Patterns Based on the Clustering of Daily Electric Consumption Curves","Complex Systems Design & Management","","","","10.1007/978-3-319-26109-6_37","Fateh Nassim MelziMohamed Haykel ZayaniAmira BenhamidaFrançois StephanAllou SameLatifa Oukhellou","2016","http://link.springer.com/chapter/10.1007/978-3-319-26109-6_37","Chapter"
"Stakeholders Approach to Smart Cities: A Survey on Smart City Definitions","Smart Cities","","","","10.1007/978-3-319-39595-1_16","Victoria Fernandez-Anez","2016","http://link.springer.com/chapter/10.1007/978-3-319-39595-1_16","Chapter"
"Swarm Intelligent WSN for Smart City","Proceedings of the International Conference on Data Engineering and Communication Technology","","","","10.1007/978-981-10-1678-3_66","Shobha S. NikamPradeep B. Mane","2017","http://link.springer.com/chapter/10.1007/978-981-10-1678-3_66","Chapter"
"Multiple-Benefits from Buildings’ Refurbishment: Evidence from Smart City Projects in Europe","New Metropolitan Perspectives","","","","10.1007/978-3-319-92099-3_19","Stefano ZambottiSimon PezzuttoAdriano Bisello","2019","http://link.springer.com/chapter/10.1007/978-3-319-92099-3_19","Chapter"
"Tiles-Reflection: Designing for Reflective Learning and Change Behaviour in the Smart City","The Interplay of Data, Technology, Place and People for Smart Learning","","","","10.1007/978-3-319-92022-1_7","Francesco GianniLisa KlechaMonica Divitini","2019","http://link.springer.com/chapter/10.1007/978-3-319-92022-1_7","Chapter"
"Balancing Speedup and Accuracy in Smart City Parallel Applications","Euro-Par 2016: Parallel Processing Workshops","","","","10.1007/978-3-319-58943-5_18","Carlo MastroianniEugenio CesarioAndrea Giordano","2017","http://link.springer.com/chapter/10.1007/978-3-319-58943-5_18","Chapter"
"Smart City Research as an Interdisciplinary Crossroads: A Challenge for Management and Organization Studies","From Information to Smart Society","","","","10.1007/978-3-319-09450-2_14","Francesca RicciardiStefano Za","2015","http://link.springer.com/chapter/10.1007/978-3-319-09450-2_14","Chapter"
"Total Optimization of Smart City Using Initial Searching Points Generation Based on k-means Algorithm","Advances in Swarm Intelligence","","","","10.1007/978-3-319-61833-3_31","Mayuko SatoYoshikazu Fukuyama","2017","http://link.springer.com/chapter/10.1007/978-3-319-61833-3_31","Chapter"
"ESMRsc: Energy Aware and Stable Multipath Routing Protocol for Ad Hoc Networks in Smart City","Renewable Energy for Smart and Sustainable Cities","","","","10.1007/978-3-030-04789-4_4","Salah Eddine BenatiaOmar SmailMeftah BoudjelalBernard Cousin","2019","http://link.springer.com/chapter/10.1007/978-3-030-04789-4_4","Chapter"
"Towards Smart City Learning: Contextualizing Geometry Learning with a Van Hiele Inspired Location-Aware Game","Entertainment Computing - ICEC 2015","","","","10.1007/978-3-319-24589-8_32","Matthias RehmCatalin StanNiels Peter WøldikeDimitra Vasilarou","2015","http://link.springer.com/chapter/10.1007/978-3-319-24589-8_32","Chapter"
