Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Moving Video Mapper and City Recorder with Geo-Referenced Videos","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26187-4_30","Guangqiang ZhaoMingjin ZhangTao LiShu-Ching ChenOuri WolfsonNaphtali Rishe","2015","http://link.springer.com/chapter/10.1007/978-3-319-26187-4_30","Chapter"
"LanguageLab - A Meta-modelling Environment","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_8","Terje GjøsæterAndreas Prinz","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_8","Chapter"
"Generating Software Documentation in Use Case Maps from Filtered Execution Traces","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_13","Edna BraunDaniel AmyotTimothy C. Lethbridge","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_13","Chapter"
"Insertion Modeling and Symbolic Verification of Large Systems","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_1","Alexander LetichevskyOleksandr LetychevskyiVolodymyr PeschanenkoThomas Weigert","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_1","Chapter"
"A Survey on Wireless Sensors Networks Security Based on a Layered Approach","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-22572-2_6","Raul A. Fuentes-SamaniegoAna Rosa CavalliJuan A. Nolazco-FloresJavier Baliosian","2015","http://link.springer.com/chapter/10.1007/978-3-319-22572-2_6","Chapter"
"Consistency of Task Trees Generated from Website Usage Traces","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_9","Patrick HarmsJens Grabowski","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_9","Chapter"
"Generating Configurations for System Testing with Common Variability Language","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_16","Daisuke ShimbaraØystein Haugen","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_16","Chapter"
"On the Reuse of Goal Models","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_11","Mustafa Berk DuranGunter MussbacherNishanth ThimmegowdaJörg Kienzle","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_11","Chapter"
"ECS: A Framework for Diversified and Relevant Search in the Internet of Things","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26190-4_30","Ali ShemshadiLina YaoYongrui QinQuan Z. ShengYihong Zhang","2015","http://link.springer.com/chapter/10.1007/978-3-319-26190-4_30","Chapter"
"Impact of Internet of Things in the Retail Industry","On the Move to Meaningful Internet Systems: OTM 2015 Workshops","","","","10.1007/978-3-319-26138-6_9","Pradeep ShankaraPrabal MahantaEkta AroraGuruprasad Srinivasamurthy","2015","http://link.springer.com/chapter/10.1007/978-3-319-26138-6_9","Chapter"
"An Experiment to Introduce Interrupts in SDL","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_7","Emmanuel GaudinAlain Clouard","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_7","Chapter"
"Model-Based Product Line Testing: Sampling Configurations for Optimal Fault Detection","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_17","Hartmut Lackner","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_17","Chapter"
"Describing Early Security Requirements Using Use Case Maps","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_15","Jameleddine HassineAbdelwahab Hamou-Lhadj","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_15","Chapter"
"Towards an Efficient and Distributed DBSCAN Algorithm Using MapReduce","Enterprise Information Systems","","","","10.1007/978-3-319-22348-3_5","Ticiana L. Coelho da SilvaAntonio C. Araújo NetoRegis Pires MagalhãesVictor A. E. de FariasJosé A. F. de MacêdoJavam C. Machado","2015","http://link.springer.com/chapter/10.1007/978-3-319-22348-3_5","Chapter"
"Adding a Textual Syntax to an Existing Graphical Modeling Language: Experience Report with GRL","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_12","Vahdat AbdelzadDaniel AmyotTimothy C. Lethbridge","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_12","Chapter"
"Testing Business Processes Using TTCN-3","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_18","Bernard StepienKavya MallurLiam Peyton","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_18","Chapter"
"On the Performance of Caching and Forwarding in Information-Centric Networking for the IoT","Wired/Wireless Internet Communications","","","","10.1007/978-3-319-22572-2_23","Mohamed Ahmed M. HailMarica AmadeoAntonella MolinaroStefan Fischer","2015","http://link.springer.com/chapter/10.1007/978-3-319-22572-2_23","Chapter"
"A Distributed Location-Based Service Discovery Protocol for Vehicular Ad-Hoc Networks","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27119-4_4","Chang LiuJuan LuoQiu Pan","2015","http://link.springer.com/chapter/10.1007/978-3-319-27119-4_4","Chapter"
"On the Semantic Transparency of Visual Notations: Experiments with UML","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_10","Amine El KouhenAbdelouahed GherbiCédric DumoulinFerhat Khendek","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_10","Chapter"
"Contextualize Agent Interactions by Combining Communication and Physical Dimensions in the Environment","Advances in Practical Applications of Agents, Multi-Agent Systems, and Sustainability: The PAAMS Collection","","","","10.1007/978-3-319-18944-4_9","Stéphane GallandFlavien BalboNicolas GaudSebastian RodriguezGauthier PicardOlivier Boissier","2015","http://link.springer.com/chapter/10.1007/978-3-319-18944-4_9","Chapter"
"Qualitative and Quantitative Monitoring of Spatio-Temporal Properties","Runtime Verification","","","","10.1007/978-3-319-23820-3_2","Laura NenziLuca BortolussiVincenzo CianciaMichele LoretiMieke Massink","2015","http://link.springer.com/chapter/10.1007/978-3-319-23820-3_2","Chapter"
"Name Resolution of SDL Revisited: Drawbacks and Possible Enhancements","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_6","Alexander Kraas","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_6","Chapter"
"Generating Performance Test Model from Conformance Test Logs","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_19","Gusztáv AdamisGábor KovácsGyörgy Réthy","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_19","Chapter"
"Event Pattern Mining for Smart Environments","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_4","Lars George","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_4","Chapter"
"Prospecting HCI Challenges for Extreme Poverty Communities: Redefining and Optimizing User Experiences with Technology","Human-Computer Interaction: Users and Contexts","","","","10.1007/978-3-319-21006-3_28","Daniel Almeida ChagasCamila Loiola Brito MaiaElizabeth FurtadoCarlos R. Maia de Carvalho","2015","http://link.springer.com/chapter/10.1007/978-3-319-21006-3_28","Chapter"
"Fluid Model Checking of Timed Properties","Formal Modeling and Analysis of Timed Systems","","","","10.1007/978-3-319-22975-1_12","Luca BortolussiRoberta Lanciani","2015","http://link.springer.com/chapter/10.1007/978-3-319-22975-1_12","Chapter"
"Towards the Generation of Tests in the Test Description Language from Use Case Map Models","SDL 2015: Model-Driven Engineering for Smart Cities","","","","10.1007/978-3-319-24912-4_14","Patrice BouletDaniel AmyotBernard Stepien","2015","http://link.springer.com/chapter/10.1007/978-3-319-24912-4_14","Chapter"
"The Complexity of Data Aggregation in Static and Dynamic Wireless Sensor Networks","Stabilization, Safety, and Security of Distributed Systems","","","","10.1007/978-3-319-21741-3_3","Quentin BramasSébastien Tixeuil","2015","http://link.springer.com/chapter/10.1007/978-3-319-21741-3_3","Chapter"
"Big Data Analytics and Visualization with Spatio-Temporal Correlations for Traffic Accidents","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-27122-4_18","Xiaoliang FanBaoqin HeCheng WangJonathan LiMing ChengHuaqiang HuangXiao Liu","2015","http://link.springer.com/chapter/10.1007/978-3-319-27122-4_18","Chapter"
"Enabling Informed Decision Making Through Mobile Technologies: A Challenge for Software Engineering","Software Technologies","","","","10.1007/978-3-662-44920-2_10","Xavier FranchAnna PeriniNorbert Seyff","2014","http://link.springer.com/chapter/10.1007/978-3-662-44920-2_10","Chapter"
"Software Development Support for Shared Sensing Infrastructures: A Generative and Dynamic Approach","Software Reuse for Dynamic Systems in the Cloud and Beyond","","","","10.1007/978-3-319-14130-5_16","Cyril CecchinelSébastien MosserPhilippe Collet","2014","http://link.springer.com/chapter/10.1007/978-3-319-14130-5_16","Chapter"
"Beyond Responsive Design: Context-Dependent Multimodal Augmentation of Web Applications","Mobile Web Information Systems","","","","10.1007/978-3-319-10359-4_6","Giuseppe GhianiMarco MancaFabio PaternòClaudio Porta","2014","http://link.springer.com/chapter/10.1007/978-3-319-10359-4_6","Chapter"
"Towards a CVL Process to Develop Agents for the IoT","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_51","Inmaculada AyalaMercedes AmorLidia Fuentes","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_51","Chapter"
"A Cyber-Physical System for Distributed Real-Time Control of Urban Drainage Networks in Smart Cities","Internet and Distributed Computing Systems","","","","10.1007/978-3-319-11692-1_8","Andrea GiordanoGiandomenico SpezzanoAndrea VinciGiuseppina GarofaloPatrizia Piro","2014","http://link.springer.com/chapter/10.1007/978-3-319-11692-1_8","Chapter"
"A Platform to Exploit Short-Lived Relationships among Mobile Users: A Case of Collective Immersive Learning","Information and Software Technologies","","","","10.1007/978-3-319-11958-8_31","Jack Fernando Bravo-TorresMartín López-NoresYolanda Blanco-FernándezJosé Juan Pazos-Arias","2014","http://link.springer.com/chapter/10.1007/978-3-319-11958-8_31","Chapter"
"DRain: An Engine for Quality-of-Result Driven Process-Based Data Analytics","Business Process Management","","","","10.1007/978-3-319-10172-9_22","Aitor MurguzurJohannes M. SchleicherHong-Linh TruongSalvador TrujilloSchahram Dustdar","2014","http://link.springer.com/chapter/10.1007/978-3-319-10172-9_22","Chapter"
"Flexible Component Migration in an OSGi Based Pervasive Cloud Infrastructure","Service-Oriented Computing – ICSOC 2013 Workshops","","","","10.1007/978-3-319-06859-6_44","Weishan ZhangLicheng ChenQinghua LuPeiying ZhangSu Yang","2014","http://link.springer.com/chapter/10.1007/978-3-319-06859-6_44","Chapter"
"Event Analytics","Theoretical Aspects of Computing – ICTAC 2014","","","","10.1007/978-3-319-10882-7_2","Jin Song DongJun SunYang LiuYuan-Fang Li","2014","http://link.springer.com/chapter/10.1007/978-3-319-10882-7_2","Chapter"
"Complex Adaptive Socio-Technical Systems Theory View of Ubiquitous Computing Systems Research","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_36","Yongming WangJunzhong GuZili Zhou","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_36","Chapter"
"Unified Platform for M2M Telco Providers","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_71","Mário AntunesJoão Paulo BarracaDiogo GomesPaulo OliveiraRui L. Aguiar","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_71","Chapter"
"CASSANDRA: An Online Failure Prediction Strategy for Dynamically Evolving Systems","Formal Methods and Software Engineering","","","","10.1007/978-3-319-11737-9_8","Francesco De AngelisMaria Rita Di BerardiniHenry MucciniAndrea Polini","2014","http://link.springer.com/chapter/10.1007/978-3-319-11737-9_8","Chapter"
"Big Data: Opportunities, Challenges and Solutions","Information and Communication Technologies in Education, Research, and Industrial Applications","","","","10.1007/978-3-319-13206-8_1","Vladimir Gorodetsky","2014","http://link.springer.com/chapter/10.1007/978-3-319-13206-8_1","Chapter"
"Domain Objects for Dynamic and Incremental Service Composition","Service-Oriented and Cloud Computing","","","","10.1007/978-3-662-44879-3_5","Antonio BucchiaroneMartina De SanctisMarco Pistore","2014","http://link.springer.com/chapter/10.1007/978-3-662-44879-3_5","Chapter"
"Energy Consumption Prediction by Using an Integrated Multidimensional Modeling Approach and Data Mining Techniques with Big Data","Advances in Conceptual Modeling","","","","10.1007/978-3-319-12256-4_5","Jesús PeralAntonio FerrándezRoberto TardíoAlejandro MatéElisa de Gregorio","2014","http://link.springer.com/chapter/10.1007/978-3-319-12256-4_5","Chapter"
"An Ontology Framework for Flooding Forecasting","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09147-1_30","Annalisa AgrestaGrazia FattorusoMaurizio PollinoFrancesco PasanisiCarlo TebanoSaverio De VitoGirolamo Di Francia","2014","http://link.springer.com/chapter/10.1007/978-3-319-09147-1_30","Chapter"
"From Needs to Services: Delivering Personalized Water Assurance Services in Urban Africa","Conceptual Modeling","","","","10.1007/978-3-319-12206-9_38","Kala FlemingKomminist Weldemariam","2014","http://link.springer.com/chapter/10.1007/978-3-319-12206-9_38","Chapter"
"Big Data and IoT for Chronic Patients Monitoring","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_68","Diego Gachet PáezFernando AparicioManuel de BuenagaJuan R. Ascanio","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_68","Chapter"
"An Information-Centric System for Building the Web of Things","Service-Oriented Computing – ICSOC 2013 Workshops","","","","10.1007/978-3-319-06859-6_49","Stefano Turchi","2014","http://link.springer.com/chapter/10.1007/978-3-319-06859-6_49","Chapter"
"Constructing Event Processing Systems of Layered and Heterogeneous Events with SPARQL","On the Move to Meaningful Internet Systems: OTM 2014 Conferences","","","","10.1007/978-3-662-45563-0_42","Mikko RinneEsko Nuutila","2014","http://link.springer.com/chapter/10.1007/978-3-662-45563-0_42","Chapter"
"Communications and Security Aspects of Smart Grid Networks Design","Information and Software Technologies","","","","10.1007/978-3-319-11958-8_4","Josef HoralekVladimir SobeslavOndrej KrejcarLadislav Balik","2014","http://link.springer.com/chapter/10.1007/978-3-319-11958-8_4","Chapter"
"Large-Scale Complex Reasoning with Semantics: Approaches and Challenges","Web Information Systems Engineering – WISE 2013 Workshops","","","","10.1007/978-3-642-54370-8_1","Grigoris AntoniouJeff Z. PanIlias Tachmazidis","2014","http://link.springer.com/chapter/10.1007/978-3-642-54370-8_1","Chapter"
"How Good Is Your SPARQL Endpoint?","On the Move to Meaningful Internet Systems: OTM 2014 Conferences","","","","10.1007/978-3-662-45563-0_29","Muhammad Intizar AliAlessandra Mileo","2014","http://link.springer.com/chapter/10.1007/978-3-662-45563-0_29","Chapter"
"QoS-Aware Complex Event Service Composition and Optimization Using Genetic Algorithms","Service-Oriented Computing","","","","10.1007/978-3-662-45391-9_28","Feng GaoEdward CurryMuhammad Intizar AliSami BhiriAlessandra Mileo","2014","http://link.springer.com/chapter/10.1007/978-3-662-45391-9_28","Chapter"
"Technologies for Autonomic Dependable Services Platform: Achievements and Future Challenges","Software and Data Technologies","","","","10.1007/978-3-642-36177-7_13","Eila OvaskaLiliana DobricaAnu PurhonenMarko Jaakola","2013","http://link.springer.com/chapter/10.1007/978-3-642-36177-7_13","Chapter"
"A Research Roadmap for Context-Awareness-Based Self-managed Systems","Service-Oriented Computing - ICSOC 2012 Workshops","","","","10.1007/978-3-642-37804-1_28","Weishan ZhangKlaus Marius HansenPaolo Bellavista","2013","http://link.springer.com/chapter/10.1007/978-3-642-37804-1_28","Chapter"
"Smart Cities as “EnvironMental” Cities","Computational Science and Its Applications – ICCSA 2013","","","","10.1007/978-3-642-39646-5_25","Luciano De Bonis","2013","http://link.springer.com/chapter/10.1007/978-3-642-39646-5_25","Chapter"
"A Lightweight Architecture for the Web-of-Things","Mobile Web Information Systems","","","","10.1007/978-3-642-40276-0_19","Tor-Morten GrønliGheorghita GhineaMuhammad Younas","2013","http://link.springer.com/chapter/10.1007/978-3-642-40276-0_19","Chapter"
"A Service Delivery Framework to Support Opportunistic Collaborations","Service-Oriented and Cloud Computing","","","","10.1007/978-3-642-40651-5_2","Gregory KatsarosErik WitternBirgit GrayStefan Tai","2013","http://link.springer.com/chapter/10.1007/978-3-642-40651-5_2","Chapter"
"Trusted Information and Security in Smart Mobility Scenarios: The Case of S2-Move Project","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-319-03889-6_21","Pietro MarchettaEduard NataleAlessandro SalviAntonio TirriManuela TufoDavide De Pasquale","2013","http://link.springer.com/chapter/10.1007/978-3-319-03889-6_21","Chapter"
"Mobile System Surveillance for Vehicular Pollutants Emission, Based on Wi-Fi Ad-Hoc Network","Ubiquitous Computing and Ambient Intelligence. Context-Awareness and Context-Driven Interaction","","","","10.1007/978-3-319-03176-7_38","Amadeo José Argüelles CruzMario Matamoros de LuisPaulina Elizabeth Moreno AguileraCornelio Yáñez Márquez","2013","http://link.springer.com/chapter/10.1007/978-3-319-03176-7_38","Chapter"
"Data, Context, Situation: On the Usefulness of Semantic Layers for Designing Context-Aware Systems","Software and Data Technologies","","","","10.1007/978-3-642-45404-2_1","Daniela NicklasNils Koppaetzky","2013","http://link.springer.com/chapter/10.1007/978-3-642-45404-2_1","Chapter"
"The Core Approach of SAaaS in Action: The Planning Agent","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-642-45364-9_4","Lionel CremerSalvatore DistefanoGiovanni MerlinoAntonio Puliafito","2013","http://link.springer.com/chapter/10.1007/978-3-642-45364-9_4","Chapter"
"Stochastic Process Algebra and Stability Analysis of Collective Systems","Coordination Models and Languages","","","","10.1007/978-3-642-38493-6_1","Luca BortolussiDiego LatellaMieke Massink","2013","http://link.springer.com/chapter/10.1007/978-3-642-38493-6_1","Chapter"
"Specifying and Reasoning over Socio-Technical Security Requirements with STS-Tool","Conceptual Modeling","","","","10.1007/978-3-642-41924-9_45","Elda PajaFabiano DalpiazMauro PoggianellaPierluigi RobertiPaolo Giorgini","2013","http://link.springer.com/chapter/10.1007/978-3-642-41924-9_45","Chapter"
"StreamRule: A Nonmonotonic Stream Reasoning System for the Semantic Web","Web Reasoning and Rule Systems","","","","10.1007/978-3-642-39666-3_23","Alessandra MileoAhmed AbdelrahmanSean PolicarpioManfred Hauswirth","2013","http://link.springer.com/chapter/10.1007/978-3-642-39666-3_23","Chapter"
"A Multi-agent Based Governance of Machine-to-Machine Systems","Multi-Agent Systems","","","","10.1007/978-3-642-34799-3_14","Camille PerssonGauthier PicardFano RamparanyOlivier Boissier","2012","http://link.springer.com/chapter/10.1007/978-3-642-34799-3_14","Chapter"
"Rule-Based Context Assessment in Smart Cities","Web Reasoning and Rule Systems","","","","10.1007/978-3-642-33203-6_19","Beibei HuTheodore PatkosAbdelghani ChibaniYacine Amirat","2012","http://link.springer.com/chapter/10.1007/978-3-642-33203-6_19","Chapter"
"Cofocus: REST Framework for Collaborative Endpoint Network in Mobile Environment","Web Information Systems and Technologies","","","","10.1007/978-3-642-28082-5_6","Li LiWu Chou","2012","http://link.springer.com/chapter/10.1007/978-3-642-28082-5_6","Chapter"
"Adaptable Context-Aware Micro-architecture","Grid and Pervasive Computing Workshops","","","","10.1007/978-3-642-27916-4_14","Susanna Pantsar-Syväniemi","2012","http://link.springer.com/chapter/10.1007/978-3-642-27916-4_14","Chapter"
"Debugging the Internet of Things: A 6LoWPAN/CoAP Testbed Infrastructure","Ad-hoc, Mobile, and Wireless Networks","","","","10.1007/978-3-642-31638-8_16","Daniel BimschasOliver KleineDennis Pfisterer","2012","http://link.springer.com/chapter/10.1007/978-3-642-31638-8_16","Chapter"
"Semantic Reasoning in Context-Aware Assistive Environments to Support Ageing with Dementia","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35173-0_14","Thibaut TiberghienMounir MokhtariHamdi AloulouJit Biswas","2012","http://link.springer.com/chapter/10.1007/978-3-642-35173-0_14","Chapter"
"BatNet: A 6LoWPAN-Based Sensors and Actuators Network","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-642-35377-2_8","Guillermo del CampoEduardo MontoyaJorge MartínIgor GómezAsunción Santamaría","2012","http://link.springer.com/chapter/10.1007/978-3-642-35377-2_8","Chapter"
"SPARQL Update for Complex Event Processing","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35173-0_38","Mikko Rinne","2012","http://link.springer.com/chapter/10.1007/978-3-642-35173-0_38","Chapter"
"Intel Collaborative Research Institute - Sustainable Connected Cities","Ambient Intelligence","","","","10.1007/978-3-642-34898-3_28","Johannes SchöningYvonne RogersJon BirdLicia CapraJulie A. McCannDavid PrendergastCharles Sheridan","2012","http://link.springer.com/chapter/10.1007/978-3-642-34898-3_28","Chapter"
"Exploring a New Small-World Network for Real-World Applications","Networked Digital Technologies","","","","10.1007/978-3-642-30507-8_9","Hidefumi Sawai","2012","http://link.springer.com/chapter/10.1007/978-3-642-30507-8_9","Chapter"
"Multihop-Based Key Management in Hierarchical Wireless Sensor Network","Advances in Grid and Pervasive Computing","","","","10.1007/978-3-642-30767-6_26","Yiying ZhangXiangzhen LiYan ZhenLingkang Zeng","2012","http://link.springer.com/chapter/10.1007/978-3-642-30767-6_26","Chapter"
"Future Internet Apps: The Next Wave of Adaptive Service-Oriented Systems?","Towards a Service-Based Internet","","","","10.1007/978-3-642-24755-2_22","Andreas MetzgerClarissa Cassales Marquezan","2011","http://link.springer.com/chapter/10.1007/978-3-642-24755-2_22","Chapter"
"Context-Awareness Micro-architecture for Smart Spaces","Advances in Grid and Pervasive Computing","","","","10.1007/978-3-642-20754-9_16","Susanna Pantsar-SyväniemiJarkko KuusijärviEila Ovaska","2011","http://link.springer.com/chapter/10.1007/978-3-642-20754-9_16","Chapter"
"Ontology Driven Piecemeal Development of Smart Spaces","Ambient Intelligence","","","","10.1007/978-3-642-16917-5_15","Eila Ovaska","2010","http://link.springer.com/chapter/10.1007/978-3-642-16917-5_15","Chapter"
"Taxi-Aware Map: Identifying and Predicting Vacant Taxis in the City","Ambient Intelligence","","","","10.1007/978-3-642-16917-5_9","Santi PhithakkitnukoonMarco VelosoCarlos BentoAssaf BidermanCarlo Ratti","2010","http://link.springer.com/chapter/10.1007/978-3-642-16917-5_9","Chapter"
"Ambient Intelligence Research Landscapes: Introduction and Overview","Ambient Intelligence","","","","10.1007/978-3-642-16917-5_35","Norbert Streitz","2010","http://link.springer.com/chapter/10.1007/978-3-642-16917-5_35","Chapter"
"Context-Awareness Enabling New Business Models in Smart Spaces","Smart Spaces and Next Generation Wired/Wireless Networking","","","","10.1007/978-3-642-14891-0_2","Boris MoltchanovChristian MannweilerJose Simoes","2010","http://link.springer.com/chapter/10.1007/978-3-642-14891-0_2","Chapter"
